,Input.image_url,A176JUTGNWG7QJ,A17EZEAMF37MGQ,A2SMHEGRLML092,A2ZY94PZ5CVH0
41,https://derrickversion5.s3.amazonaws.com/dalle_finalized/14.webp,indoors/man-made/other_unclear,indoors/man-made/domestic,outdoors/man-made/other_unclear,outdoors/man-made/other_unclear
42,https://derrickversion5.s3.amazonaws.com/dalle_finalized/15.webp,indoors/man-made/recreation,indoors/man-made/recreation,indoors/man-made/recreation,indoors/man-made/recreation
43,https://derrickversion5.s3.amazonaws.com/dalle_finalized/16.webp,outdoors/man-made/recreation,outdoors/man-made/transportation_urban,outdoors/man-made/recreation,outdoors/man-made/recreation
44,https://derrickversion5.s3.amazonaws.com/dalle_finalized/17.webp,indoors/man-made/recreation,indoors/man-made/recreation,indoors/man-made/recreation,indoors/man-made/recreation
45,https://derrickversion5.s3.amazonaws.com/dalle_finalized/18.webp,indoors/man-made/domestic,indoors/man-made/domestic,indoors/man-made/other_unclear,outdoors/man-made/domestic
46,https://derrickversion5.s3.amazonaws.com/dalle_finalized/19.webp,indoors/man-made/work_education,indoors/man-made/domestic,indoors/man-made/domestic,indoors/man-made/work_education
47,https://derrickversion5.s3.amazonaws.com/dalle_finalized/2.webp,outdoors/man-made/recreation,outdoors/natural/field_forest,outdoors/man-made/recreation,outdoors/man-made/recreation
48,https://derrickversion5.s3.amazonaws.com/dalle_finalized/20.webp,indoors/man-made/other_unclear,indoors/man-made/work_education,indoors/man-made/work_education,indoors/man-made/work_education
49,https://derrickversion5.s3.amazonaws.com/dalle_finalized/21.webp,outdoors/man-made/transportation_urban,outdoors/man-made/transportation_urban,outdoors/man-made/transportation_urban,outdoors/man-made/transportation_urban
50,https://derrickversion5.s3.amazonaws.com/dalle_finalized/22.webp,outdoors/natural/mountain,outdoors/natural/mountain,outdoors/natural/mountain,outdoors/natural/mountain
51,https://derrickversion5.s3.amazonaws.com/dalle_finalized/23.webp,outdoors/natural/body_of_water,outdoors/natural/body_of_water,outdoors/natural/body_of_water,outdoors/natural/body_of_water
52,https://derrickversion5.s3.amazonaws.com/dalle_finalized/24.webp,outdoors/natural/field_forest,outdoors/natural/field_forest,outdoors/natural/field_forest,outdoors/natural/field_forest
53,https://derrickversion5.s3.amazonaws.com/dalle_finalized/25.webp,indoors/man-made/transportation_urban,outdoors/man-made/transportation_urban,outdoors/man-made/transportation_urban,outdoors/man-made/transportation_urban
54,https://derrickversion5.s3.amazonaws.com/dalle_finalized/26.webp,indoors/man-made/recreation,indoors/man-made/recreation,indoors/man-made/recreation,indoors/man-made/recreation
55,https://derrickversion5.s3.amazonaws.com/dalle_finalized/27.webp,outdoors/man-made/recreation,outdoors/man-made/recreation,outdoors/man-made/recreation,outdoors/man-made/recreation
56,https://derrickversion5.s3.amazonaws.com/dalle_finalized/28.webp,outdoors/man-made/transportation_urban,outdoors/man-made/transportation_urban,outdoors/man-made/transportation_urban,outdoors/man-made/transportation_urban
57,https://derrickversion5.s3.amazonaws.com/dalle_finalized/29.webp,outdoors/man-made/transportation_urban,outdoors/man-made/transportation_urban,outdoors/man-made/transportation_urban,outdoors/man-made/transportation_urban
58,https://derrickversion5.s3.amazonaws.com/dalle_finalized/3.webp,indoors/man-made/domestic,indoors/man-made/domestic,indoors/man-made/domestic,indoors/man-made/domestic
59,https://derrickversion5.s3.amazonaws.com/dalle_finalized/30.webp,indoors/man-made/recreation,indoors/man-made/recreation,indoors/man-made/recreation,indoors/man-made/recreation
60,https://derrickversion5.s3.amazonaws.com/dalle_finalized/31.webp,outdoors/natural/field_forest,outdoors/natural/field_forest,outdoors/natural/field_forest,outdoors/natural/field_forest
61,https://derrickversion5.s3.amazonaws.com/dalle_finalized/32.webp,outdoors/man-made/recreation,outdoors/man-made/domestic,outdoors/man-made/recreation,outdoors/man-made/recreation
62,https://derrickversion5.s3.amazonaws.com/dalle_finalized/33.webp,outdoors/man-made/recreation,outdoors/man-made/domestic,outdoors/man-made/recreation,outdoors/man-made/recreation
63,https://derrickversion5.s3.amazonaws.com/dalle_finalized/34.webp,outdoors/man-made/recreation,outdoors/man-made/recreation,outdoors/man-made/recreation,outdoors/man-made/recreation
64,https://derrickversion5.s3.amazonaws.com/dalle_finalized/35.webp,indoors/man-made/work_education,indoors/man-made/work_education,indoors/man-made/work_education,indoors/man-made/work_education
65,https://derrickversion5.s3.amazonaws.com/dalle_finalized/36.webp,indoors/man-made/domestic,indoors/man-made/domestic,indoors/man-made/domestic,indoors/man-made/domestic
66,https://derrickversion5.s3.amazonaws.com/dalle_finalized/37.webp,outdoors/natural/field_forest,outdoors/natural/field_forest,outdoors/natural/field_forest,outdoors/natural/field_forest
67,https://derrickversion5.s3.amazonaws.com/dalle_finalized/38.webp,outdoors/natural/field_forest,outdoors/natural/field_forest,outdoors/natural/field_forest,outdoors/natural/field_forest
68,https://derrickversion5.s3.amazonaws.com/dalle_finalized/39.webp,indoors/man-made/domestic,indoors/man-made/domestic,indoors/man-made/domestic,indoors/man-made/domestic
69,https://derrickversion5.s3.amazonaws.com/dalle_finalized/4.webp,outdoors/man-made/domestic,outdoors/natural/field_forest,outdoors/man-made/recreation,outdoors/natural/field_forest
70,https://derrickversion5.s3.amazonaws.com/dalle_finalized/40.webp,indoors/man-made/domestic,indoors/man-made/domestic,indoors/man-made/domestic,indoors/man-made/other_unclear
71,https://derrickversion5.s3.amazonaws.com/dalle_finalized/41.webp,outdoors/man-made/domestic,outdoors/man-made/domestic,outdoors/man-made/domestic,outdoors/man-made/recreation
72,https://derrickversion5.s3.amazonaws.com/dalle_finalized/42.webp,outdoors/man-made/other_unclear,outdoors/man-made/transportation_urban,outdoors/man-made/transportation_urban,outdoors/man-made/work_education
73,https://derrickversion5.s3.amazonaws.com/dalle_finalized/43.webp,outdoors/natural/body_of_water,outdoors/natural/body_of_water,outdoors/natural/body_of_water,outdoors/natural/body_of_water
74,https://derrickversion5.s3.amazonaws.com/dalle_finalized/44.webp,outdoors/man-made/other_unclear,outdoors/man-made/transportation_urban,outdoors/man-made/transportation_urban,outdoors/man-made/transportation_urban
75,https://derrickversion5.s3.amazonaws.com/dalle_finalized/45.webp,outdoors/natural/mountain,outdoors/natural/mountain,outdoors/natural/mountain,outdoors/natural/mountain
76,https://derrickversion5.s3.amazonaws.com/dalle_finalized/46.webp,outdoors/man-made/transportation_urban,outdoors/man-made/work_education,outdoors/man-made/transportation_urban,outdoors/man-made/work_education
77,https://derrickversion5.s3.amazonaws.com/dalle_finalized/47.webp,outdoors/natural/mountain,outdoors/natural/mountain,outdoors/natural/mountain,outdoors/natural/field_forest
78,https://derrickversion5.s3.amazonaws.com/dalle_finalized/48.webp,outdoors/man-made/transportation_urban,outdoors/man-made/work_education,outdoors/man-made/transportation_urban,outdoors/man-made/work_education
79,https://derrickversion5.s3.amazonaws.com/dalle_finalized/49.webp,outdoors/natural/body_of_water,outdoors/natural/body_of_water,outdoors/natural/body_of_water,outdoors/natural/body_of_water
80,https://derrickversion5.s3.amazonaws.com/dalle_finalized/5.webp,outdoors/natural/body_of_water,outdoors/natural/body_of_water,outdoors/natural/body_of_water,outdoors/natural/body_of_water
81,https://derrickversion5.s3.amazonaws.com/dalle_finalized/50.webp,outdoors/man-made/recreation,outdoors/man-made/domestic,outdoors/man-made/recreation,outdoors/man-made/recreation
82,https://derrickversion5.s3.amazonaws.com/dalle_finalized/51.webp,outdoors/man-made/transportation_urban,outdoors/man-made/transportation_urban,outdoors/man-made/transportation_urban,outdoors/man-made/transportation_urban
83,https://derrickversion5.s3.amazonaws.com/dalle_finalized/52.webp,outdoors/man-made/transportation_urban,outdoors/man-made/transportation_urban,outdoors/man-made/transportation_urban,outdoors/man-made/transportation_urban
84,https://derrickversion5.s3.amazonaws.com/dalle_finalized/53.webp,outdoors/man-made/transportation_urban,outdoors/man-made/transportation_urban,outdoors/man-made/transportation_urban,outdoors/man-made/transportation_urban
85,https://derrickversion5.s3.amazonaws.com/dalle_finalized/54.webp,indoors/man-made/recreation,indoors/man-made/recreation,indoors/man-made/recreation,indoors/man-made/recreation
86,https://derrickversion5.s3.amazonaws.com/dalle_finalized/55.webp,outdoors/man-made/restaurant,outdoors/man-made/restaurant,outdoors/man-made/restaurant,outdoors/man-made/restaurant
87,https://derrickversion5.s3.amazonaws.com/dalle_finalized/56.webp,indoors/man-made/work_education,indoors/man-made/work_education,indoors/man-made/work_education,indoors/man-made/work_education
88,https://derrickversion5.s3.amazonaws.com/dalle_finalized/57.webp,indoors/man-made/recreation,indoors/man-made/recreation,indoors/man-made/recreation,indoors/man-made/recreation
89,https://derrickversion5.s3.amazonaws.com/dalle_finalized/58.webp,outdoors/natural/field_forest,outdoors/natural/field_forest,outdoors/natural/field_forest,outdoors/natural/field_forest
90,https://derrickversion5.s3.amazonaws.com/dalle_finalized/59.webp,outdoors/man-made/recreation,outdoors/man-made/recreation,outdoors/man-made/recreation,outdoors/man-made/recreation
91,https://derrickversion5.s3.amazonaws.com/dalle_finalized/6.webp,outdoors/man-made/recreation,outdoors/natural/field_forest,outdoors/man-made/recreation,outdoors/man-made/recreation
92,https://derrickversion5.s3.amazonaws.com/dalle_finalized/61.webp,indoors/man-made/work_education,indoors/man-made/work_education,indoors/man-made/domestic,indoors/man-made/work_education
93,https://derrickversion5.s3.amazonaws.com/dalle_finalized/62.webp,outdoors/man-made/recreation,outdoors/man-made/recreation,outdoors/man-made/recreation,outdoors/man-made/recreation
94,https://derrickversion5.s3.amazonaws.com/dalle_finalized/63.webp,indoors/man-made/recreation,indoors/man-made/recreation,indoors/man-made/recreation,indoors/man-made/recreation
95,https://derrickversion5.s3.amazonaws.com/dalle_finalized/64.webp,indoors/man-made/recreation,indoors/man-made/recreation,indoors/man-made/recreation,indoors/man-made/recreation
96,https://derrickversion5.s3.amazonaws.com/dalle_finalized/65.webp,indoors/man-made/recreation,indoors/man-made/recreation,indoors/man-made/recreation,outdoors/man-made/recreation
97,https://derrickversion5.s3.amazonaws.com/dalle_finalized/66.webp,outdoors/man-made/domestic,outdoors/man-made/domestic,outdoors/man-made/domestic,outdoors/man-made/recreation
98,https://derrickversion5.s3.amazonaws.com/dalle_finalized/67.webp,outdoors/man-made/transportation_urban,outdoors/man-made/work_education,outdoors/man-made/transportation_urban,outdoors/man-made/work_education
99,https://derrickversion5.s3.amazonaws.com/dalle_finalized/68.webp,indoors/man-made/work_education,indoors/man-made/work_education,indoors/man-made/work_education,indoors/man-made/work_education
100,https://derrickversion5.s3.amazonaws.com/dalle_finalized/69.webp,indoors/man-made/work_education,indoors/man-made/domestic,indoors/man-made/work_education,indoors/man-made/work_education
101,https://derrickversion5.s3.amazonaws.com/dalle_finalized/7.webp,outdoors/natural/field_forest,outdoors/natural/field_forest,outdoors/natural/field_forest,outdoors/natural/field_forest
102,https://derrickversion5.s3.amazonaws.com/dalle_finalized/70.webp,indoors/man-made/restaurant,indoors/man-made/domestic,indoors/man-made/other_unclear,indoors/man-made/work_education
103,https://derrickversion5.s3.amazonaws.com/dalle_finalized/71.webp,outdoors/man-made/recreation,outdoors/man-made/recreation,outdoors/man-made/recreation,outdoors/man-made/recreation
104,https://derrickversion5.s3.amazonaws.com/dalle_finalized/72.webp,indoors/man-made/recreation,indoors/man-made/recreation,indoors/man-made/recreation,indoors/man-made/recreation
105,https://derrickversion5.s3.amazonaws.com/dalle_finalized/73.webp,indoors/man-made/work_education,indoors/man-made/work_education,indoors/man-made/work_education,indoors/man-made/work_education
106,https://derrickversion5.s3.amazonaws.com/dalle_finalized/74.webp,outdoors/man-made/recreation,outdoors/man-made/recreation,outdoors/man-made/recreation,outdoors/man-made/recreation
107,https://derrickversion5.s3.amazonaws.com/dalle_finalized/75.webp,outdoors/natural/mountain,outdoors/natural/mountain,outdoors/natural/mountain,outdoors/natural/mountain
108,https://derrickversion5.s3.amazonaws.com/dalle_finalized/76.webp,outdoors/man-made/recreation,outdoors/natural/field_forest,outdoors/man-made/recreation,outdoors/man-made/recreation
109,https://derrickversion5.s3.amazonaws.com/dalle_finalized/77.webp,indoors/man-made/restaurant,indoors/man-made/restaurant,indoors/man-made/restaurant,indoors/man-made/restaurant
110,https://derrickversion5.s3.amazonaws.com/dalle_finalized/78.webp,indoors/man-made/restaurant,indoors/man-made/restaurant,indoors/man-made/restaurant,indoors/man-made/restaurant
111,https://derrickversion5.s3.amazonaws.com/dalle_finalized/79.webp,indoors/man-made/transportation_urban,outdoors/man-made/transportation_urban,indoors/man-made/transportation_urban,indoors/man-made/transportation_urban
112,https://derrickversion5.s3.amazonaws.com/dalle_finalized/8.webp,outdoors/natural/field_forest,outdoors/natural/field_forest,outdoors/man-made/work_education,outdoors/man-made/work_education
113,https://derrickversion5.s3.amazonaws.com/dalle_finalized/80.webp,outdoors/man-made/transportation_urban,outdoors/man-made/work_education,outdoors/man-made/transportation_urban,outdoors/man-made/work_education
114,https://derrickversion5.s3.amazonaws.com/dalle_finalized/81.webp,indoors/man-made/recreation,indoors/man-made/recreation,indoors/man-made/recreation,indoors/man-made/recreation
115,https://derrickversion5.s3.amazonaws.com/dalle_finalized/82.webp,outdoors/natural/body_of_water,outdoors/natural/body_of_water,outdoors/natural/body_of_water,outdoors/natural/body_of_water
116,https://derrickversion5.s3.amazonaws.com/dalle_finalized/83.webp,indoors/man-made/domestic,indoors/man-made/domestic,indoors/man-made/domestic,indoors/man-made/domestic
117,https://derrickversion5.s3.amazonaws.com/dalle_finalized/84.webp,outdoors/man-made/recreation,outdoors/man-made/recreation,outdoors/man-made/recreation,outdoors/man-made/recreation
118,https://derrickversion5.s3.amazonaws.com/dalle_finalized/85.webp,outdoors/man-made/transportation_urban,outdoors/man-made/transportation_urban,outdoors/man-made/transportation_urban,outdoors/man-made/work_education
119,https://derrickversion5.s3.amazonaws.com/dalle_finalized/86.webp,outdoors/natural/mountain,outdoors/natural/mountain,outdoors/natural/mountain,outdoors/natural/mountain
120,https://derrickversion5.s3.amazonaws.com/dalle_finalized/87.webp,outdoors/man-made/transportation_urban,outdoors/man-made/transportation_urban,outdoors/man-made/transportation_urban,outdoors/man-made/transportation_urban
121,https://derrickversion5.s3.amazonaws.com/dalle_finalized/88.webp,indoors/man-made/transportation_urban,indoors/man-made/work_education,indoors/man-made/work_education,indoors/man-made/work_education
122,https://derrickversion5.s3.amazonaws.com/dalle_finalized/89.webp,outdoors/man-made/recreation,outdoors/man-made/domestic,outdoors/man-made/recreation,outdoors/man-made/recreation
123,https://derrickversion5.s3.amazonaws.com/dalle_finalized/9.webp,outdoors/man-made/recreation,outdoors/natural/field_forest,outdoors/natural/field_forest,outdoors/man-made/recreation
124,https://derrickversion5.s3.amazonaws.com/dalle_finalized/90.webp,indoors/man-made/domestic,indoors/man-made/work_education,indoors/man-made/work_education,indoors/man-made/work_education
125,https://derrickversion5.s3.amazonaws.com/dalle_finalized/91.webp,outdoors/man-made/transportation_urban,outdoors/man-made/transportation_urban,outdoors/man-made/transportation_urban,outdoors/man-made/transportation_urban
126,https://derrickversion5.s3.amazonaws.com/dalle_finalized/92.webp,outdoors/man-made/transportation_urban,outdoors/man-made/transportation_urban,outdoors/man-made/transportation_urban,outdoors/man-made/transportation_urban
127,https://derrickversion5.s3.amazonaws.com/dalle_finalized/93.webp,outdoors/man-made/transportation_urban,indoors/man-made/transportation_urban,outdoors/man-made/transportation_urban,outdoors/man-made/transportation_urban
128,https://derrickversion5.s3.amazonaws.com/dalle_finalized/94.webp,outdoors/man-made/recreation,outdoors/man-made/domestic,outdoors/man-made/recreation,outdoors/man-made/recreation
129,https://derrickversion5.s3.amazonaws.com/dalle_finalized/95.webp,indoors/man-made/domestic,indoors/man-made/domestic,indoors/man-made/domestic,indoors/man-made/domestic
130,https://derrickversion5.s3.amazonaws.com/dalle_finalized/96.webp,outdoors/natural/body_of_water,outdoors/natural/body_of_water,outdoors/natural/body_of_water,outdoors/natural/body_of_water
131,https://derrickversion5.s3.amazonaws.com/dalle_finalized/97.webp,outdoors/man-made/transportation_urban,outdoors/man-made/transportation_urban,outdoors/man-made/transportation_urban,outdoors/man-made/transportation_urban
132,https://derrickversion5.s3.amazonaws.com/dalle_finalized/98.webp,outdoors/man-made/recreation,indoors/man-made/restaurant,outdoors/man-made/restaurant,outdoors/man-made/restaurant
133,https://derrickversion5.s3.amazonaws.com/dalle_finalized/99.webp,outdoors/natural/body_of_water,outdoors/natural/body_of_water,outdoors/natural/body_of_water,outdoors/natural/body_of_water
134,https://derrickversion5.s3.amazonaws.com/dalle_original/0.webp,outdoors/man-made/transportation_urban,outdoors/man-made/transportation_urban,outdoors/man-made/transportation_urban,outdoors/man-made/transportation_urban
135,https://derrickversion5.s3.amazonaws.com/dalle_original/1.webp,outdoors/man-made/domestic,indoors/man-made/domestic,outdoors/man-made/domestic,outdoors/man-made/recreation
136,https://derrickversion5.s3.amazonaws.com/dalle_original/10.webp,outdoors/man-made/transportation_urban,outdoors/man-made/recreation,outdoors/man-made/recreation,outdoors/man-made/recreation
137,https://derrickversion5.s3.amazonaws.com/dalle_original/100.webp,outdoors/natural/mountain,outdoors/natural/mountain,outdoors/natural/mountain,outdoors/natural/mountain
138,https://derrickversion5.s3.amazonaws.com/dalle_original/101.webp,outdoors/natural/field_forest,outdoors/natural/mountain,outdoors/natural/field_forest,outdoors/natural/field_forest
139,https://derrickversion5.s3.amazonaws.com/dalle_original/102.webp,indoors/man-made/other_unclear,indoors/man-made/restaurant,indoors/man-made/other_unclear,indoors/man-made/restaurant
140,https://derrickversion5.s3.amazonaws.com/dalle_original/103.webp,indoors/man-made/domestic,indoors/man-made/domestic,indoors/man-made/domestic,indoors/man-made/domestic
141,https://derrickversion5.s3.amazonaws.com/dalle_original/104.webp,indoors/man-made/restaurant,indoors/man-made/domestic,indoors/man-made/restaurant,indoors/man-made/restaurant
142,https://derrickversion5.s3.amazonaws.com/dalle_original/105.webp,indoors/man-made/recreation,indoors/man-made/recreation,indoors/man-made/recreation,indoors/man-made/recreation
143,https://derrickversion5.s3.amazonaws.com/dalle_original/106.webp,indoors/man-made/domestic,indoors/man-made/domestic,indoors/man-made/domestic,indoors/man-made/domestic
144,https://derrickversion5.s3.amazonaws.com/dalle_original/107.webp,indoors/man-made/domestic,indoors/man-made/domestic,indoors/man-made/domestic,indoors/man-made/recreation
145,https://derrickversion5.s3.amazonaws.com/dalle_original/108.webp,indoors/man-made/work_education,indoors/man-made/work_education,indoors/man-made/work_education,indoors/man-made/work_education
146,https://derrickversion5.s3.amazonaws.com/dalle_original/109.webp,indoors/man-made/recreation,indoors/man-made/recreation,indoors/man-made/recreation,indoors/man-made/recreation
147,https://derrickversion5.s3.amazonaws.com/dalle_original/11.webp,indoors/man-made/restaurant,indoors/man-made/restaurant,indoors/man-made/restaurant,indoors/man-made/restaurant
148,https://derrickversion5.s3.amazonaws.com/dalle_original/110.webp,indoors/man-made/transportation_urban,indoors/man-made/transportation_urban,indoors/man-made/transportation_urban,indoors/man-made/transportation_urban
149,https://derrickversion5.s3.amazonaws.com/dalle_original/111.webp,outdoors/man-made/transportation_urban,outdoors/man-made/transportation_urban,outdoors/man-made/transportation_urban,outdoors/man-made/work_education
150,https://derrickversion5.s3.amazonaws.com/dalle_original/112.webp,indoors/man-made/domestic,indoors/man-made/domestic,indoors/man-made/domestic,indoors/man-made/domestic
151,https://derrickversion5.s3.amazonaws.com/dalle_original/113.webp,indoors/man-made/work_education,indoors/man-made/work_education,indoors/man-made/work_education,indoors/man-made/work_education
152,https://derrickversion5.s3.amazonaws.com/dalle_original/114.webp,outdoors/natural/body_of_water,outdoors/natural/body_of_water,outdoors/natural/body_of_water,outdoors/natural/body_of_water
153,https://derrickversion5.s3.amazonaws.com/dalle_original/115.webp,indoors/man-made/restaurant,indoors/man-made/restaurant,indoors/man-made/restaurant,indoors/man-made/restaurant
154,https://derrickversion5.s3.amazonaws.com/dalle_original/116.webp,outdoors/man-made/recreation,outdoors/man-made/domestic,outdoors/man-made/domestic,outdoors/man-made/recreation
155,https://derrickversion5.s3.amazonaws.com/dalle_original/117.webp,indoors/man-made/transportation_urban,indoors/man-made/work_education,indoors/man-made/work_education,indoors/man-made/work_education
156,https://derrickversion5.s3.amazonaws.com/dalle_original/118.webp,indoors/man-made/work_education,indoors/man-made/work_education,indoors/man-made/work_education,indoors/man-made/work_education
157,https://derrickversion5.s3.amazonaws.com/dalle_original/119.webp,indoors/man-made/work_education,indoors/man-made/work_education,indoors/man-made/work_education,indoors/man-made/work_education
158,https://derrickversion5.s3.amazonaws.com/dalle_original/12.webp,outdoors/man-made/recreation,outdoors/man-made/domestic,outdoors/man-made/recreation,outdoors/man-made/recreation
