caption,url,probs
a woman is drinking a beverage in a busy cafe .,https://derrickversion5.s3.amazonaws.com/dalle_original/11.webp,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0]"
"three children are playing outdoors , two of them on a metal barrel swing .",https://derrickversion5.s3.amazonaws.com/dalle_original/12.webp,"[0, 3, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
two children swing in dusty rooftop from a swing made from a steel drum .,https://derrickversion5.s3.amazonaws.com/dalle_original/13.webp,"[1, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0]"
"person leaning against the wall , next to a life size cartoon cut out .",https://derrickversion5.s3.amazonaws.com/dalle_original/14.webp,"[3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
two swimmers race in a pool with a red line between them .,https://derrickversion5.s3.amazonaws.com/dalle_original/15.webp,"[0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
an older couple passes by a young lady on the sidewalk .,https://derrickversion5.s3.amazonaws.com/dalle_original/16.webp,"[4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
three children are practicing martial arts in a gym .,https://derrickversion5.s3.amazonaws.com/dalle_original/17.webp,"[0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
a lady with short hair wearing a black jacket leaned against a lamp post outside a building .,https://derrickversion5.s3.amazonaws.com/dalle_original/18.webp,"[4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
a man perched on a row of aquariums is using a net to scoop a fish from another aquarium .,https://derrickversion5.s3.amazonaws.com/dalle_original/19.webp,"[0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
a dark-haired man is speaking into a microphone while another man is sitting beside him .,https://derrickversion5.s3.amazonaws.com/dalle_original/20.webp,"[0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
people pass each other on a busy city street while talking on their cellphones .,https://derrickversion5.s3.amazonaws.com/dalle_original/21.webp,"[4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
person with two ski poles skiing down a snowy hill .,https://derrickversion5.s3.amazonaws.com/dalle_original/22.webp,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0]"
"a man in a blue swimsuit and a red beanie kneels in the wet sand on the edge of a beach , making a sand castle that is as tall as he is when he is kneeling .",https://derrickversion5.s3.amazonaws.com/dalle_original/23.webp,"[0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
a black dog runs on green grass with its mouth open .,https://derrickversion5.s3.amazonaws.com/dalle_original/24.webp,"[0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
decorated limo passing by elderly woman waiting on park bench in chinese street .,https://derrickversion5.s3.amazonaws.com/dalle_original/25.webp,"[4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
three people in various stages of swimming strokes race along colorful lane markers .,https://derrickversion5.s3.amazonaws.com/dalle_original/26.webp,"[0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
one dog is jumping at the lady while the other walks away .,https://derrickversion5.s3.amazonaws.com/dalle_original/27.webp,"[0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
a motorcyclist on a red speed bike leans into a sharp turn .,https://derrickversion5.s3.amazonaws.com/dalle_original/28.webp,"[4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
a man is sitting on the street playing drums on buckets .,https://derrickversion5.s3.amazonaws.com/dalle_original/29.webp,"[4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
a lively adult karate practice at the dojo .,https://derrickversion5.s3.amazonaws.com/dalle_original/30.webp,"[0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
a red dog jumps to catch a tennis ball in the dry tall grass .,https://derrickversion5.s3.amazonaws.com/dalle_original/31.webp,"[0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
the brown dog catches a ball in the air .,https://derrickversion5.s3.amazonaws.com/dalle_original/32.webp,"[0, 3, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
the little girl swings in the backyard .,https://derrickversion5.s3.amazonaws.com/dalle_original/33.webp,"[0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0]"
"four young adults sit outside on a wooden deck near a building around a small round table , while another person stands on the edge of the deck , leaning on the wooden railing , with the sun shining on one of them and the rest of them are in the shade , two of them crossing their legs , one holding a cellphone out in front of himself and another holding a green and red soda can .",https://derrickversion5.s3.amazonaws.com/dalle_original/34.webp,"[0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0]"
a woman is having her foot examined by another woman in a run-down building .,https://derrickversion5.s3.amazonaws.com/dalle_original/35.webp,"[0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
a woman is holding a baby while another child stands by her side .,https://derrickversion5.s3.amazonaws.com/dalle_original/36.webp,"[0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
a gray dog is jumping toward a black and white dog in the snow .,https://derrickversion5.s3.amazonaws.com/dalle_original/37.webp,"[0, 0, 0, 0, 2, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0]"
a black and white dog runs beside a brown dog in a green field .,https://derrickversion5.s3.amazonaws.com/dalle_original/38.webp,"[0, 2, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
a dark-haired dark-skinned child sleeps in a chair while holding a blue zippered pack .,https://derrickversion5.s3.amazonaws.com/dalle_original/39.webp,"[1, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
a man in a black shirt sitting next to a older women in a pink jacket on a train .,https://derrickversion5.s3.amazonaws.com/dalle_original/40.webp,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0]"
a man grilling outside his house .,https://derrickversion5.s3.amazonaws.com/dalle_original/41.webp,"[0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0]"
a person wearing a construction uniform is leaning against a traffic light pole on the sidewalk .,https://derrickversion5.s3.amazonaws.com/dalle_original/42.webp,"[4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
a man is rowing a canoe on a lake .,https://derrickversion5.s3.amazonaws.com/dalle_original/43.webp,"[0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
a man in red shirt wearing sunglasses is leaning on the wall,https://derrickversion5.s3.amazonaws.com/dalle_original/44.webp,"[0, 0, 0, 0, 0, 1, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0]"
a handicapped person with one leg skiing down a mountain with other mountains in the background .,https://derrickversion5.s3.amazonaws.com/dalle_original/45.webp,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0]"
a woman is selling vegetables on the street .,https://derrickversion5.s3.amazonaws.com/dalle_original/46.webp,"[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0]"
two people are jumping on the side of a road with snow in the background .,https://derrickversion5.s3.amazonaws.com/dalle_original/47.webp,"[3, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
street vendors are selling fruits and vegetables in a stand and in large baskets on the ground .,https://derrickversion5.s3.amazonaws.com/dalle_original/48.webp,"[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0]"
a man rows his boat below .,https://derrickversion5.s3.amazonaws.com/dalle_original/49.webp,"[0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
a terrier mix catches a frisbee in the air .,https://derrickversion5.s3.amazonaws.com/dalle_original/50.webp,"[0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
two young people riding skateboards pass by in the street as a black dog on a red leash stops in a doorway and squats down on the sidewalk .,https://derrickversion5.s3.amazonaws.com/dalle_original/52.webp,"[4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
crowd waiting on main street subway platform for a train .,https://derrickversion5.s3.amazonaws.com/dalle_original/53.webp,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0]"
four women are on stage singing .,https://derrickversion5.s3.amazonaws.com/dalle_original/54.webp,"[0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
two men drink beer at the bar in a restaurant .,https://derrickversion5.s3.amazonaws.com/dalle_original/55.webp,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0]"
two women in white lab coats examine a dyed area on a cluster of cells using a projector .,https://derrickversion5.s3.amazonaws.com/dalle_original/56.webp,"[0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
two rows of dance students are practicing ballet moves against a pole in a studio .,https://derrickversion5.s3.amazonaws.com/dalle_original/57.webp,"[0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
white and black dog jumping over red-haired dog in grass .,https://derrickversion5.s3.amazonaws.com/dalle_original/58.webp,"[0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
a smiling child wearing a hat and sunglasses sits in a car .,https://derrickversion5.s3.amazonaws.com/dalle_original/59.webp,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0]"
a woman is using a ruler at a desk to mark a sheet of paper .,https://derrickversion5.s3.amazonaws.com/dalle_original/61.webp,"[0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
two dogs are catching blue frisbees in grass .,https://derrickversion5.s3.amazonaws.com/dalle_original/62.webp,"[0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
a man is singing at a concert .,https://derrickversion5.s3.amazonaws.com/dalle_original/63.webp,"[0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
three young women and one young man singing in an auditorium .,https://derrickversion5.s3.amazonaws.com/dalle_original/64.webp,"[0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
a group of men in golden shirts singing in front of a microphone .,https://derrickversion5.s3.amazonaws.com/dalle_original/65.webp,"[0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"a man wearing jeans , polo shirt and a baseball cap , fork in hand , is grilling meat outside in a fenced yard .",https://derrickversion5.s3.amazonaws.com/dalle_original/66.webp,"[0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0]"
vendors sell products at a farmers market .,https://derrickversion5.s3.amazonaws.com/dalle_original/67.webp,"[0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0]"
people examine books in a library .,https://derrickversion5.s3.amazonaws.com/dalle_original/68.webp,"[0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
a woman sits on a shoe store 's bench while putting a shoe onto her right foot .,https://derrickversion5.s3.amazonaws.com/dalle_original/69.webp,"[0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"several people in the mid-ground sit on a bench along the side of a white building , while three people stand in a courtyard in front of the building .",https://derrickversion5.s3.amazonaws.com/dalle_original/70.webp,"[0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0]"
two girls are in a sack race .,https://derrickversion5.s3.amazonaws.com/dalle_original/71.webp,"[0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
an orchestra of about <number> people are practicing on the stage of what appears to be an auditorium full of green chairs .,https://derrickversion5.s3.amazonaws.com/dalle_original/72.webp,"[0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
the man in the red shirt and flowery tie is sitting on a bus by the window .,https://derrickversion5.s3.amazonaws.com/dalle_original/73.webp,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0]"
muzzled greyhounds are racing on the track .,https://derrickversion5.s3.amazonaws.com/dalle_original/74.webp,"[0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
little girl skis on slope .,https://derrickversion5.s3.amazonaws.com/dalle_original/75.webp,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0]"
"two girls , both dressed in pink , swinging on sunlight day with the nearby trees casting random shadows on the remainder of the park like setting .",https://derrickversion5.s3.amazonaws.com/dalle_original/76.webp,"[0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"in a restaurant , a teenager drinks directly out of the metal milkshake serving cup .",https://derrickversion5.s3.amazonaws.com/dalle_original/77.webp,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0]"
a man is enjoying meal and drink inside a restaurant .,https://derrickversion5.s3.amazonaws.com/dalle_original/78.webp,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0]"
a man drives a truck while a child sits on his lap and steers .,https://derrickversion5.s3.amazonaws.com/dalle_original/79.webp,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0]"
an asian man sells a hot confection from his stand in a crowded market .,https://derrickversion5.s3.amazonaws.com/dalle_original/80.webp,"[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0]"
a man singing in a very colorful environment .,https://derrickversion5.s3.amazonaws.com/dalle_original/81.webp,"[0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
people are rowing a boat in the water .,https://derrickversion5.s3.amazonaws.com/dalle_original/82.webp,"[0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
a man sleeps while listening to his ipod in the back of a vehicle .,https://derrickversion5.s3.amazonaws.com/dalle_original/83.webp,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0]"
a greyhound races on the dirt .,https://derrickversion5.s3.amazonaws.com/dalle_original/84.webp,"[0, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
a man and a woman are examining produce at a market .,https://derrickversion5.s3.amazonaws.com/dalle_original/85.webp,"[3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
a man in a yellow jacket is skiing in the snow .,https://derrickversion5.s3.amazonaws.com/dalle_original/86.webp,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0]"
a man driving a small golf cart down a street with a crowd watching him on either side of the street .,https://derrickversion5.s3.amazonaws.com/dalle_original/87.webp,"[4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
group of women doing a presentation off an easel .,https://derrickversion5.s3.amazonaws.com/dalle_original/88.webp,"[0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
two dogs are nose to nose while a third dog stands next to them .,https://derrickversion5.s3.amazonaws.com/dalle_original/89.webp,"[0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
man with gray hair wearing a suit is waiting in a subway tunnel .,https://derrickversion5.s3.amazonaws.com/dalle_original/90.webp,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0]"
two men on motorcycles are driving down an empty street .,https://derrickversion5.s3.amazonaws.com/dalle_original/91.webp,"[4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
a runner in black is passing an outdoor florist shop .,https://derrickversion5.s3.amazonaws.com/dalle_original/92.webp,"[4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"a crowd waits outside a subway train , ready to board .",https://derrickversion5.s3.amazonaws.com/dalle_original/93.webp,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0]"
brown dog catches a pink ball in the park .,https://derrickversion5.s3.amazonaws.com/dalle_original/94.webp,"[0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
two people on the subway are sleeping in the corner .,https://derrickversion5.s3.amazonaws.com/dalle_original/95.webp,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0]"
two guys are rowing a canoe on a lake .,https://derrickversion5.s3.amazonaws.com/dalle_original/96.webp,"[0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"a man driving a small , open vehicle with a green sign on the back of it in traffic .",https://derrickversion5.s3.amazonaws.com/dalle_original/97.webp,"[4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
three women and a man are drinking beer at a table .,https://derrickversion5.s3.amazonaws.com/dalle_original/98.webp,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4]"
a man wearing yellow swimming trunks kneeling by the ocean,https://derrickversion5.s3.amazonaws.com/dalle_original/99.webp,"[0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
a man with red pants is skiing downhill .,https://derrickversion5.s3.amazonaws.com/dalle_original/100.webp,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0]"
a spotted dog catching a ball on a snowy field .,https://derrickversion5.s3.amazonaws.com/dalle_original/101.webp,"[0, 0, 0, 0, 3, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
a chef speaks into a microphone about a mixed salad contained in a bowl with a decorative lid .,https://derrickversion5.s3.amazonaws.com/dalle_original/102.webp,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 0, 0]"
a woman is laying down on a sofa laughing .,https://derrickversion5.s3.amazonaws.com/dalle_original/103.webp,"[0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
three women speak to each other in a room with tan walls .,https://derrickversion5.s3.amazonaws.com/dalle_original/104.webp,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0]"
stage dancers practicing their dance routines .,https://derrickversion5.s3.amazonaws.com/dalle_original/105.webp,"[0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
two furry light brown dogs lying on a hardwood floor .,https://derrickversion5.s3.amazonaws.com/dalle_original/106.webp,"[0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
a dog wearing a t-shirt is lying down .,https://derrickversion5.s3.amazonaws.com/dalle_original/107.webp,"[0, 0, 1, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
a man is giving a presentation in front of three people .,https://derrickversion5.s3.amazonaws.com/dalle_original/108.webp,"[0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
all these people are enjoying a basement dance party .,https://derrickversion5.s3.amazonaws.com/dalle_original/109.webp,"[0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
a young boy wearing a dark blue hat sleeps on a bench at a terminal .,https://derrickversion5.s3.amazonaws.com/dalle_original/110.webp,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0]"
an old woman is selling produce at a farmer 's market .,https://derrickversion5.s3.amazonaws.com/dalle_original/111.webp,"[3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
"a ruddy infant lies on a patterned sheet with his eyes closed , his mouth open , and his arm extended .",https://derrickversion5.s3.amazonaws.com/dalle_original/112.webp,"[0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
a man in a white shirt uses a blackboard as others sit at a table watching .,https://derrickversion5.s3.amazonaws.com/dalle_original/113.webp,"[0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
a man rowing in the front of a canoe in a large body of water .,https://derrickversion5.s3.amazonaws.com/dalle_original/114.webp,"[0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
a korean woman is enjoying a meal in a restaurant .,https://derrickversion5.s3.amazonaws.com/dalle_original/115.webp,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0]"
a man grilling meat on an outdoor grilling pit .,https://derrickversion5.s3.amazonaws.com/dalle_original/116.webp,"[0, 2, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0]"
two girls and three boys are presenting in front of a dry erase board .,https://derrickversion5.s3.amazonaws.com/dalle_original/117.webp,"[0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
asian students are examining sheets of paper while standing in line .,https://derrickversion5.s3.amazonaws.com/dalle_original/118.webp,"[0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
a man in a dark shirt is making a presentation in front of a group .,https://derrickversion5.s3.amazonaws.com/dalle_original/119.webp,"[0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
four people in black shirts giving a presentation to a room full of people using a big projector image on the wall .,https://derrickversion5.s3.amazonaws.com/dalle_original/120.webp,"[0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
two women in black enjoying a lunch in a restaurant .,https://derrickversion5.s3.amazonaws.com/dalle_original/121.webp,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0]"
a boy and girl child swing together on a swing set .,https://derrickversion5.s3.amazonaws.com/dalle_original/122.webp,"[0, 3, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
an older man and women are using computers in a sort of storage room .,https://derrickversion5.s3.amazonaws.com/dalle_original/123.webp,"[0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
three girls or friends having drinks at a bar laughing .,https://derrickversion5.s3.amazonaws.com/dalle_original/124.webp,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0]"
a well dressed young woman waits on a bench for the train while a man busy writing something waits nearby .,https://derrickversion5.s3.amazonaws.com/dalle_original/125.webp,"[4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
buff african american man waits for subway at wall street station .,https://derrickversion5.s3.amazonaws.com/dalle_original/126.webp,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0]"
a man in a suit and tie in a fancy building is speaking at the podium .,https://derrickversion5.s3.amazonaws.com/dalle_original/127.webp,"[0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 2, 0, 0, 0, 0]"
"people swing on a red , metal amusement park ride in front of some trees .",https://derrickversion5.s3.amazonaws.com/dalle_original/128.webp,"[0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
a man is using his computer while seated at a desk .,https://derrickversion5.s3.amazonaws.com/dalle_original/129.webp,"[0, 0, 0, 0, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
a man and woman enjoying dinner at a party .,https://derrickversion5.s3.amazonaws.com/dalle_original/130.webp,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 1]"
a group of people lie close together on a hardwood floor .,https://derrickversion5.s3.amazonaws.com/dalle_original/131.webp,"[0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"an impoverished person , wearing a torn brown shirt and no shoes , is kneeling down along the banks of a trash infested body of water .",https://derrickversion5.s3.amazonaws.com/dalle_original/132.webp,"[0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
a woman with a peace symbol on her shirt grills vegetables,https://derrickversion5.s3.amazonaws.com/dalle_original/133.webp,"[0, 2, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0]"
a man grilling three pieces of salmon outside .,https://derrickversion5.s3.amazonaws.com/dalle_original/134.webp,"[0, 3, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
