sentence,q1,q2,q3,q4,img_file
"a young man wearing a baseball cap brushes at the base of a statue of jesus christ , during the day .",outdoors,man-made,recreation,NA,1145718750.jpg
a construction worker in jeans is standing on a scaffold holding on to a metal frame with a city backdrop .,outdoors,man-made,other_unclear,NA,1148889628.jpg
five asian doctors in green hospital scrubs and masks having a discussion over what appears to be an ongoing operation .,indoors,man-made,work_education,NA,115125072.jpg
a young girl wears a shirt and shorts as she plays in the ocean 's surf .,outdoors,natural,NA,body_of_water,1151466868.jpg
a young girl wearing a blue shirt marching in a band playing a trumpet,outdoors,man-made,recreation,NA,1153704539.jpg
a man in a baseball cap cleans out a blue colored pit outside where colorful christmas lights hang above him .,outdoors,man-made,recreation,NA,1158897994.jpg
a barefoot young girl in a pink gown is asleep on a hard wood floor cuddling her baby doll .,indoors,man-made,domestic,NA,115903799.jpg
blond woman driving a red bicycle carriage holds the tip of her hat and poses for the camera with a customer seated in the back .,outdoors,man-made,transportation_urban,NA,1163297375.jpg
a man in a red shirt and glasses is bending down towards a small dog on a blanket with several stuffed animals .,indoors,man-made,domestic,NA,1164765687.jpg
an elderly woman sits in a chair with a book and smiles at the pretty flowers in her room .,indoors,man-made,domestic,NA,116482438.jpg
a young man demonstrating his prowess in the martial arts for his girlfriend as she sits on a concrete wall that is part of a general seating area .,outdoors,man-made,recreation,NA,1167144956.jpg
a man standing in a bar with a neon beer sign hanging on the wall,indoors,man-made,recreation,NA,1167908324.jpg
closeup of man with glasses blowing a bubble gum bubble in a dimly lit room with a faint ceiling light in the background .,indoors,man-made,domestic,NA,117478651.jpg
"a mac laptop , open , on top of a blue chair in a room with a group of people sitting in a semicircle around it .",indoors,man-made,work_education,NA,117883760.jpg
a small boy smiles as he stands with others wearing the same black hats .,outdoors,man-made,recreation,NA,118309463.jpg
a family coming back from shopping and a gentlemen is reading his newspaper to the side of the street .,outdoors,man-made,transportation_urban,NA,1184340890.jpg
"two soccer players , one wearing a white uniform and the other in red , try to reach the soccer ball first .",outdoors,man-made,recreation,NA,118647903.jpg
a man in a white shirt with hot pads on is holding a tray with a variety of breads with a wooden fence behind him .,outdoors,man-made,domestic,NA,1187252153.jpg
"a young boy , wearing shorts and a red tank top , is sliding down a mountain of snow , riding a board on his belly .",outdoors,natural,NA,body_of_water,1190083977.jpg
"a man with a determined look on his face holds a small wooden hammer while wearing a bib displaying a large red crab , another red crustacean held in his hand while another man sits and holds some food behind him .",indoors,man-made,restaurant,NA,119364730.jpg
a man in a black shirt and jeans walks beside a woman in black pants and a flowery shirt in front of a refreshment stand with others walking nearby .,outdoors,man-made,transportation_urban,NA,1198194316.jpg
a crowd of people are sitting on a bench beside a white statue of a man 's head in a park like setting while four pigeons look on .,outdoors,man-made,recreation,NA,120058071.jpg
"a man in a striped red polo shirt , tan khakis , and a nike visor is surrounded by a crowd of onlookers as he finishes a golf swing .",outdoors,man-made,recreation,NA,120538235.jpg
"some people with black belts , or black and red belts , are performing martial arts on a green mat .",outdoors,man-made,recreation,NA,120545123.jpg
"a man in some sort of establishment , smiling while he is taking off or putting on glasses .",indoors,man-made,restaurant,NA,121197973.jpg
five adults are playing cards while sitting outside at a picnic table in their backyard .,outdoors,man-made,domestic,NA,1215318051.jpg
two young girls are playing and laughing in a green grassy yard .,outdoors,man-made,recreation,NA,1220401002.jpg
a group of people in a coffee shop at night have coffee and juice together .,indoors,man-made,restaurant,NA,122427967.jpg
a lady wearing a green shirt stands on the window seal of a brick building as a young boy watches on .,outdoors,man-made,domestic,NA,1230594535.jpg
an asian family is picnicking at the beach while others play in the water .,outdoors,natural,NA,body_of_water,1235455146.jpg
a dog is wearing a red number <number> and running through a field of green grass while being chased by a bird .,outdoors,natural,NA,field_forest,1240297429.jpg
"a group of <number> smiling kids and young teens are divided into two groups , in a large , indoor swimming pool , with the back person in each group holding their arms up .",indoors,man-made,recreation,NA,1242603438.jpg
six people ride mountain bikes through a jungle environment .,outdoors,natural,NA,field_forest,1250181412.jpg
a girl wearing a pink shirt and overalls is smiling and there is another child that is out of focus .,outdoors,man-made,recreation,NA,1253264731.jpg
a small child in water with a splash encircling him while the white clouds float over the mountains .,outdoors,natural,NA,body_of_water,1255504166.jpg
two young boys in swimming trunks are in the water looking at each other .,outdoors,natural,NA,body_of_water,1255599434.jpg
"three children are playing outdoors , two of them on a metal barrel swing .",outdoors,man-made,recreation,NA,125635185.jpg
there are about a dozen of men in work clothes that are getting directions for a task .,outdoors,natural,NA,field_forest,1259627071.jpg
"three dogs on the beach , one has it 's mouth open .",outdoors,natural,NA,body_of_water,1260501563.jpg
"a young musician playing a small guitar and singing , while sitting in a white plastic chair .",outdoors,man-made,other_unclear,NA,1262720546.jpg
the girl with the long brown hair and bangs in her face is holding her hand to her chest .,outdoors,man-made,transportation_urban,NA,1265343716.jpg
a black and white dog walking through the grass with a long stick in his mouth .,outdoors,natural,NA,field_forest,1267711451.jpg
bald man in what looks like to be a lab with a lady watching as he is mixing some liquids in clear cup containers,indoors,man-made,work_education,NA,126772535.jpg
a young bearded man in a gray hooded sweatshirt stirs a pot with a wooden spoon .,indoors,man-made,domestic,NA,126823727.jpg
a woman wearing a blue sweater sits at a table with a colorful tablecloth and clasps her hands together .,indoors,man-made,domestic,NA,126824259.jpg
woman adjusting her boot near a large crowd of people at an outdoor event .,outdoors,man-made,recreation,NA,1269844288.jpg
a casually dressed man has several flutes into which he is pouring champagne .,indoors,man-made,domestic,NA,1271579512.jpg
"a boy in a gray hooded sweater , looking at a school of fish at an aquarium .",indoors,man-made,recreation,NA,127449574.jpg
crosscountry skiers are traveling towards the mountains at sunset .,outdoors,natural,NA,mountain,127450902.jpg
the person towards the right is wearing riot uniform while people seem to be filing out .,outdoors,man-made,transportation_urban,NA,1275832390.jpg
a tall gray pole behind which a person wearing an orange shirt is perched on the wall and hiding his or her face with one hand .,outdoors,man-made,transportation_urban,NA,1277949368.jpg
a man in traditional orthodox jewish dress is seen alone from behind .,outdoors,man-made,transportation_urban,NA,1278589645.jpg
an african child attempts a headstand on the front of a boat painted blue and white in water next to a field of crops .,outdoors,natural,NA,body_of_water,128097991.jpg
some young men looking over the edge of a bridge on a sunny day .,outdoors,natural,NA,body_of_water,1281282435.jpg
there are several people and children looking into water with a blue tiled floor and goldfish .,outdoors,man-made,recreation,NA,12830823.jpg
"there is a man wearing construction gear , standing next to a bulldozer that is picking up rubble and debris .",outdoors,man-made,domestic,NA,1283466.jpg
two people with helmets are riding bikes in front of a building .,outdoors,man-made,transportation_urban,NA,128395625.jpg
a couple enjoy a beautiful day bicycling on a bike trail wearing bicycling safety helmets and gloves .,outdoors,man-made,transportation_urban,NA,128396110.jpg
two little boys in yellow shirts are walking in grass and looking behind them .,outdoors,natural,NA,field_forest,128404184.jpg
"a young girl in a black shirt and a blue helmet is sitting on a quad , or four wheeler , with her right hand on the handlebars .",outdoors,natural,NA,field_forest,128479785.jpg
two little blond girls in helmets are sitting on a red atv .,outdoors,man-made,domestic,NA,128479788.jpg
a husky dog wearing green straps is turning its head away from the object in front of it .,outdoors,natural,NA,mountain,1287064529.jpg
a cartoon cutout of snow white is standing in front of a store display window while a woman in a large hat is standing cross legged at the door .,outdoors,man-made,transportation_urban,NA,128706814.jpg
"five sled dogs are pulling a person on a sled , through the snow .",outdoors,natural,NA,field_forest,1287073593.jpg
"a lady standing wearing black and has a black mohawk has her arm around a guy with a brown bucket hat , green cargo pants and black shirt .",outdoors,man-made,recreation,NA,1287768104.jpg
a dog takes a leap of faith as he jumps into a pool to grab an orange toy .,outdoors,man-made,recreation,NA,1288909046.jpg
"a man and a woman are at a beach with other people nearby , and the woman is touching the man 's face .",outdoors,natural,NA,body_of_water,1289352588.jpg
a young child in pink is pushing downed leaves as grass into a pile .,outdoors,man-made,transportation_urban,NA,1289625678.jpg
"woman in a green and white striped shit lying in a chair with a yellow bag , holding a folded piece of paper .",indoors,man-made,work_education,NA,1289951084.jpg
a female swimmer in a black bathing suit about to jump off the racing platform into a pool .,outdoors,man-made,recreation,NA,12904242.jpg
two swimmers race in a pool with a red line between them .,outdoors,man-made,recreation,NA,12904363.jpg
a man in a dirty hat and sweater works on a remodeling project .,indoors,man-made,other_unclear,NA,129269068.jpg
"a man dressed in white overalls with a red cap , juggling a green ball and flaming torch , in front of a crowd of onlookers .",outdoors,man-made,transportation_urban,NA,1294431829.jpg
a woman drinking an iced beverage through a straw in a dimly lit room .,indoors,man-made,other_unclear,NA,1294940311.jpg
"a man carrying a musical instrument and wearing a gray jacket , purple hat and purple scarf examines some money as he stands near a worn utility pole .",outdoors,man-made,transportation_urban,NA,129528391.jpg
a female harp player peers through the middle of her instrument while performing .,outdoors,man-made,other_unclear,NA,1295476404.jpg
a child in a black cape is being chased by other children .,outdoors,man-made,transportation_urban,NA,1295719054.jpg
a man sitting at a table wears a red sweater while two glasses of water rest on the table ; one glass is half empty .,indoors,man-made,restaurant,NA,129602216.jpg
a man is standing in a forest practicing a martial art .,outdoors,man-made,recreation,NA,129981966.jpg
"blond child with dirty face holding yellow bottle with red cap , plants in background .",outdoors,natural,NA,field_forest,1301140633.jpg
a blond girl sits with her instrument looking off in the distance .,outdoors,man-made,transportation_urban,NA,1303644819.jpg
two kids wakeboarding simultaneously decide to signal for a high-five .,outdoors,natural,NA,body_of_water,1304961697.jpg
"two soccer players , one from a team wearing red and the other wearing white , are both going for the soccer ball , while people on the bleachers watch .",outdoors,man-made,recreation,NA,1306038218.jpg
"two men , one standing and one on a bicycle are talking outside a building .",outdoors,man-made,work_education,NA,13061918.jpg
"a person wearing a hat and carrying a knapsack walks uphill on a sand dune under a dark , cloudy sky and leaves the only visible footprints behind .",outdoors,natural,NA,other_unclear,1307094208.jpg
"some children are playing on a trampoline , a boy in a red shirt is covering his face as he cries .",outdoors,man-made,domestic,NA,131114016.jpg
four men and women in blue aprons strand in front of a table where there are many white plates and small blue bowls .,indoors,man-made,domestic,NA,131122346.jpg
"young men and women sit at a wooden table on which several partially-drunk beverages have been placed ; the picture is interrupted by an outstretched hand , colored green in the odd light of the wood-paneled interior .",indoors,man-made,restaurant,NA,1312440023.jpg
"a drayton manor theme park roller coaster is shown accelerating downwards vertically on a red colored track with several visible people making either happy , excited or scared faces .",outdoors,man-made,recreation,NA,1315116409.jpg
"four men , two of them with guitars , perform on a stage while several people with their hands in the air watch .",indoors,man-made,recreation,NA,1316505120.jpg
a boy is standing on a sidewalk with his bike .,outdoors,man-made,transportation_urban,NA,131840964.jpg
a scuba diver who has descended to the bottom of the ocean floor reaches out to pet a large sea turtle .,outdoors,natural,NA,body_of_water,131890223.jpg
the dog is sitting on the side of the hill .,outdoors,natural,NA,field_forest,1319634306.jpg
a man wearing dark clothing is talk to a young boy while they are walking down the sidewalk .,outdoors,man-made,transportation_urban,NA,1319977717.jpg
a man 's pants are falling down as he throws crates into a dumpster .,outdoors,man-made,restaurant,NA,132935992.jpg
three street musicians wearing brown coats play the drums and trumpet in front of a store .,outdoors,man-made,transportation_urban,NA,133267753.jpg
various vendors selling produce in an eastern outdoor market .,outdoors,man-made,transportation_urban,NA,1332790049.jpg
a woman in a red jacket stands on the beach facing the water as it covers her feet .,outdoors,natural,NA,body_of_water,1332823164.jpg
one man in a brown coat steadying a cart with two boxes of fruit while trying to retrieve a pear that fell on the bumpy pavement made of brick .,outdoors,man-made,transportation_urban,NA,1336391319.jpg
a female street vendor is standing inside her kiosks which appears to sell a variety of foreign and handmade snacks .,indoors,man-made,work_education,NA,1336600636.jpg
"a man running in a marathon runs past <number> bagpipe players , and a drummer , all wearing a uniform",outdoors,man-made,transportation_urban,NA,133684581.jpg
"man in boat wearing athletic shorts , a backwards baseball cap and sunglasses unhooks a fish he has caught while fishing .",outdoors,natural,NA,body_of_water,1338067602.jpg
a man in a green tank top wearing a rabbits foot around his neck sits on a small sofa with the window open revealing a man in a white shirt on the other side of the window .,indoors,man-made,domestic,NA,1338219999.jpg
one dog climbing on the back of another dog in the snow .,outdoors,natural,NA,field_forest,133905560.jpg
man playing musical instrument standing beside a yellow and red fire hydrant,outdoors,man-made,other_unclear,NA,1346051107.jpg
a black and white dog jumping into a pool with a lot of tennis balls in it .,outdoors,man-made,recreation,NA,1348113612.jpg
"a woman in a black shirt , jean shorts and white tennis shoes is bowling .",indoors,man-made,recreation,NA,1348517063.jpg
an old man holding a camera while walking a small brown dog .,outdoors,natural,NA,body_of_water,1348947380.jpg
a person sitting on a ledge with a letter in their hands .,outdoors,man-made,domestic,NA,1350936809.jpg
"people gather around a table with many red , white , and blue decorations around in the spacious tent .",outdoors,man-made,recreation,NA,1351939717.jpg
a middle-aged gentleman is sitting in a small booth with a table full of different types and sizes of fish .,outdoors,man-made,work_education,NA,1354131040.jpg
three workers in fluorescent orange clothing cleaning the subway tracks .,indoors,man-made,transportation_urban,NA,135426024.jpg
a man in a camouflage shirt mows a small yard while another man and woman who are also performing yard work look on .,outdoors,man-made,domestic,NA,135515207.jpg
a girl in a flowered dress peaking through some leaves .,outdoors,natural,NA,field_forest,1356796100.jpg
a half-dressed man walks into a river at the bottom of a small waterfall .,outdoors,natural,NA,body_of_water,1357724865.jpg
"a big , black dog runs through the water , near the shore .",outdoors,natural,NA,body_of_water,1357753846.jpg
a young child is throwing a big rock into a body of water .,outdoors,natural,NA,body_of_water,1358398144.jpg
two law enforcement men wear white cowboy hats while riding in a cart past a red car .,outdoors,man-made,transportation_urban,NA,135911244.jpg
the blond boy wearing a striped shirt is walking through the grass .,outdoors,man-made,recreation,NA,1363924449.jpg
a man in a blue shirt is walking and talking on the phone .,outdoors,natural,NA,body_of_water,136399365.jpg
"<number> men , one in orange raincoat and hard hat and holding a yellow pole , other man in jeans and t-shirt , both looking at caution cone .",outdoors,man-made,transportation_urban,NA,1364148267.jpg
a man wearing jeans and a button up dress shirt is holding a camera while standing next to a woman in black pants and a beige jacket .,outdoors,man-made,transportation_urban,NA,13648274.jpg
a climber is attempting to climb around an overhang above the woods .,outdoors,natural,NA,mountain,136639119.jpg
a young boy wearing a name tag is running on a soccer field .,outdoors,man-made,recreation,NA,136693284.jpg
"the wine shop on twenty fourth building lit up in the dark , two people in front .",outdoors,man-made,restaurant,NA,1370615506.jpg
"a man wearing blue jeans , blue shirt and a cap runs in front of a large truck on a street .",outdoors,man-made,transportation_urban,NA,1373135088.jpg
"a group of people are sitting and standing holding a banner that stays , "" we are demanding . """,outdoors,man-made,transportation_urban,NA,137422713.jpg
"so many people came out with their sweatshirts , blankets and hats that very cold november night .",outdoors,man-made,transportation_urban,NA,137430967.jpg
"three different people , all wearing light colored tops and dark pants , are taking pictures with their cameras .",outdoors,man-made,transportation_urban,NA,137431037.jpg
a cooking event where young kids are cooking with eggs and brightly colored ingredients while people are watching .,indoors,man-made,domestic,NA,137453677.jpg
there is a little girl in pink being helped by three different adults as she makes something from dough and red dye .,indoors,man-made,domestic,NA,137453678.jpg
two people walking into a shadow in one direction while another walks in the midst of it .,outdoors,man-made,transportation_urban,NA,1376871596.jpg
a mother and her two sons walk behind a horse tied to a boat .,outdoors,man-made,transportation_urban,NA,137861003.jpg
"one man sits inside and plays the banjo , there are trees behind him outside .",outdoors,man-made,recreation,NA,138043357.jpg
"a man is sitting on a chair with a jacket hung over the back , next to a tuba , with sheet music in front of him .",outdoors,man-made,recreation,NA,1384302953.jpg
a group of four young men and one young woman holding spray paint cans and smiling next to their artwork .,outdoors,man-made,transportation_urban,NA,1385492203.jpg
an old man with a blue shirt is looking askance with people behind him .,outdoors,man-made,transportation_urban,NA,1387443857.jpg
"three children , two girls and one boy , in martial art stances , standing on the hard-wood floor of a large room .",indoors,man-made,recreation,NA,1389156021.jpg
woman holding a drink with a white bag next to her is sitting on a green sculpture .,outdoors,man-made,restaurant,NA,1389323170.jpg
a little boy in a red shirt is making a face into the camera while waiting at a go-cart track .,outdoors,man-made,recreation,NA,1389651420.jpg
an older gentleman dressed completely in white is eating from a white bowl while sitting in a large overstuffed chair .,indoors,man-made,domestic,NA,1390654687.jpg
spectators watch as a stunt plane with colored smoke trails flies over the beach,outdoors,natural,NA,field_forest,1393424041.jpg
two girls appear to be playing a very competitive chess game with each other .,indoors,man-made,recreation,NA,1393707375.jpg
"a city sidewalk scene consisting of two men with dreadlocks sitting on the ground , a punk rocker holding books , a woman with a camera walking away , and a man wearing a long coat , scarf , hat , and sunglasses looking away from the picture .",outdoors,man-made,transportation_urban,NA,1394756978.jpg
a band with saxophones and trombones are preparing to play music .,indoors,man-made,recreation,NA,1394796089.jpg
"a large group of people look as if they are in a band , and they are practicing classical music with guitars , violins , and cellos .",outdoors,man-made,transportation_urban,NA,1395173766.jpg
"young girl in pink and green bikini , swimming with a rubber ring .",outdoors,natural,NA,body_of_water,1398606571.jpg
several people listening to information in a conference or town hall .,indoors,man-made,work_education,NA,1401351228.jpg
a child 's palm is up against the palm of a crash test dummy .,indoors,man-made,other_unclear,NA,1402859872.jpg
the boy in the blue shirt is eating chips while his mother looks over the menu .,indoors,man-made,restaurant,NA,1403608604.jpg
two guys one in red and the other in black sitting at computers,indoors,man-made,work_education,NA,1403857072.jpg
two dogs are shaking off water while playing with a ball on the edge of a body of water .,outdoors,man-made,recreation,NA,1405221276.jpg
five workers sitting on the side of a road eating lunch .,outdoors,man-made,transportation_urban,NA,140557878.jpg
"many people are sitting outside the leaning tower of piza , one girl dressed in green is facing the camera and eating a sandwich .",outdoors,man-made,recreation,NA,1406296515.jpg
a man is showing a peace sign as he plays a game in a crowded room at a casino .,indoors,man-made,recreation,NA,14072289.jpg
a little girl in a flower swimsuit running across the beach with waves in the background .,outdoors,natural,NA,body_of_water,1408958345.jpg
two people in chef 's garb doing a demonstration at a kitchenaid booth .,indoors,man-made,work_education,NA,1409969752.jpg
the boy in the blue shirt is swinging a baseball bat towards a ball as the boy in the red helmet waits to catch him out .,outdoors,man-made,recreation,NA,141139674.jpg
a lady with short hair wearing a black jacket leaned against a lamp post outside a building .,outdoors,man-made,transportation_urban,NA,1412022357.jpg
a man wearing a green shirt with white stripes is playing the drums,indoors,man-made,recreation,NA,1412318227.jpg
a man in a colorful shirt and a lady in a white blouse sign copies of books for people .,indoors,man-made,work_education,NA,1414412467.jpg
a crew of chefs dressed in white proudly display an array of pastries .,indoors,man-made,restaurant,NA,1414520123.jpg
red white and blue suv patrolling the beach and shoreline on a cloudy day while seagulls walk in the sand .,outdoors,natural,NA,body_of_water,1414911626.jpg
two kids with helmets on sitting outside while one looks down and the other straight ahead .,outdoors,man-made,other_unclear,NA,141734985.jpg
a vendor in all pink and red clothing is preparing her wears while looking forward .,outdoors,man-made,work_education,NA,141755290.jpg
a man with a orange hat and a brown jacket has a cigarette in his mouth .,outdoors,man-made,other_unclear,NA,1418503947.jpg
"people of all ages stroll carelessly through aisles and aisles of kiosks , browsing the variety of random merchandise from vendors at a large flea market .",outdoors,man-made,transportation_urban,NA,1423449879.jpg
a man enjoys a peaceful solitary moment while camping .,outdoors,natural,NA,field_forest,1423997242.jpg
a small girl dressed in yellow wearing flip-flops climbing onto red playground equipment .,outdoors,man-made,recreation,NA,1425069590.jpg
children eating at a outdoor cafe & someone does n't like the menu .,outdoors,man-made,other_unclear,NA,1425188219.jpg
a man with a white shirt and rubber boots is climbing on tanks in order to retrieve items from a specific tank .,indoors,man-made,work_education,NA,1425529973.jpg
a dark-haired man is speaking into a microphone while another man is sitting beside him .,indoors,man-made,other_unclear,NA,1427670417.jpg
a man in a suit and dirty dress-shoes is lying on the street on pieces of cardboard with his eyes closed .,outdoors,man-made,transportation_urban,NA,1427822472.jpg
two people standing on top of a rock in the middle of snow and cloud .,outdoors,natural,NA,mountain,1428578577.jpg
a bald man with a tattooed head stands next to a man with a brown t-shirt in front of a transparent awning .,indoors,man-made,other_unclear,NA,1429723917.jpg
