caption,url,probs
a man is using his computer while seated at a desk .,https://derrickversion5.s3.amazonaws.com/flux_original/00129-42.png,"[0, 0, 0, 0, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
a brown dog running,https://derrickversion5.s3.amazonaws.com/flux_finalized/00001-2214606167.png,"[0, 4, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
a person dressed in a tan jacket jumps a quad over a harvested cornfield,https://derrickversion5.s3.amazonaws.com/flux_finalized/00008-1746267257.png,"[0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0]"
Kids play,https://derrickversion5.s3.amazonaws.com/flux_finalized/00010-2093803445.png,"[0, 4, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0]"
Person leaning,https://derrickversion5.s3.amazonaws.com/flux_finalized/00014-1793957598.png,"[0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0]"
three people in various stages of swimming strokes race,https://derrickversion5.s3.amazonaws.com/flux_finalized/00026-4037571357.png,"[0, 0, 4, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
one dog is jumping at the lady while the other walks,https://derrickversion5.s3.amazonaws.com/flux_finalized/00027-3886866532.png,"[4, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
a woman is having her foot examined by another woman,https://derrickversion5.s3.amazonaws.com/flux_finalized/00035-1314012957.png,"[0, 0, 0, 0, 0, 4, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
a man grilling,https://derrickversion5.s3.amazonaws.com/flux_finalized/00041-485948297.png,"[0, 4, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0]"
a person wearing a construction uniform is leaning.,https://derrickversion5.s3.amazonaws.com/flux_finalized/00042-50448645.png,"[2, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 0, 0, 0, 0, 2]"
a man in red shirt wearing sunglasses is leaning,https://derrickversion5.s3.amazonaws.com/flux_finalized/00044-907896610.png,"[2, 0, 0, 0, 0, 2, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0]"
vendors are selling fruits and vegetables,https://derrickversion5.s3.amazonaws.com/flux_finalized/00048-3505002808.png,"[4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0]"
vendors sell products.,https://derrickversion5.s3.amazonaws.com/flux_finalized/00067-2293476452.png,"[4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0]"
"two girls , both dressed in pink , swinging on sunlight day with the trees casting random shadows on the remainder of the park like setting .",https://derrickversion5.s3.amazonaws.com/flux_finalized/00076-1614771519.png,"[0, 4, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0]"
an asian man sells a hot confection.,https://derrickversion5.s3.amazonaws.com/flux_finalized/00080-1245594417.png,"[4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0]"
an old woman is selling produce.,https://derrickversion5.s3.amazonaws.com/flux_finalized/00111-1437358180.png,"[4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0]"
a korean woman is enjoying a meal.,https://derrickversion5.s3.amazonaws.com/flux_finalized/00115-957414650.png,"[0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0]"
two women in black enjoying a lunch.,https://derrickversion5.s3.amazonaws.com/flux_finalized/00121-1829916244.png,"[0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0]"
"an impoverished person , wearing a torn brown shirt and no shoes , is kneeling down .",https://derrickversion5.s3.amazonaws.com/flux_finalized/00132-4036362978.png,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 4, 0]"
