WorkerId,Input.sentence,Answer.taskAnswers
A17EZEAMF37MGQ,people pass each other on a busy city street while talking on their cellphones .,outdoors/man-made/transportation_urban
A2ZY94PZ5CVH0,people pass each other on a busy city street while talking on their cellphones .,outdoors/man-made/transportation_urban
A176JUTGNWG7QJ,people pass each other on a busy city street while talking on their cellphones .,outdoors/man-made/transportation_urban
A2SMHEGRLML092,people pass each other on a busy city street while talking on their cellphones .,outdoors/man-made/transportation_urban
A176JUTGNWG7QJ,person with two ski poles skiing down a snowy hill .,outdoors/natural/mountain
A2SMHEGRLML092,person with two ski poles skiing down a snowy hill .,outdoors/natural/mountain
A17EZEAMF37MGQ,person with two ski poles skiing down a snowy hill .,outdoors/natural/mountain
A2ZY94PZ5CVH0,person with two ski poles skiing down a snowy hill .,outdoors/natural/mountain
A2SMHEGRLML092,"""a man in a blue swimsuit and a red beanie kneels in the wet sand on the edge of a beach , making a sand castle that is as tall as he is when he is kneeling .""",outdoors/natural/body_of_water
A2ZY94PZ5CVH0,"""a man in a blue swimsuit and a red beanie kneels in the wet sand on the edge of a beach , making a sand castle that is as tall as he is when he is kneeling .""",outdoors/natural/body_of_water
A17EZEAMF37MGQ,"""a man in a blue swimsuit and a red beanie kneels in the wet sand on the edge of a beach , making a sand castle that is as tall as he is when he is kneeling .""",outdoors/natural/body_of_water
A176JUTGNWG7QJ,"""a man in a blue swimsuit and a red beanie kneels in the wet sand on the edge of a beach , making a sand castle that is as tall as he is when he is kneeling .""",outdoors/natural/body_of_water
A17EZEAMF37MGQ,a black dog runs on green grass with its mouth open .,outdoors/natural/field_forest
A176JUTGNWG7QJ,a black dog runs on green grass with its mouth open .,outdoors/man-made/recreation
A2ZY94PZ5CVH0,a black dog runs on green grass with its mouth open .,outdoors/natural/field_forest
A2SMHEGRLML092,a black dog runs on green grass with its mouth open .,outdoors/man-made/recreation
A176JUTGNWG7QJ,decorated limo passing by elderly woman waiting on park bench in chinese street .,outdoors/man-made/transportation_urban
A2ZY94PZ5CVH0,decorated limo passing by elderly woman waiting on park bench in chinese street .,outdoors/man-made/transportation_urban
A17EZEAMF37MGQ,decorated limo passing by elderly woman waiting on park bench in chinese street .,outdoors/man-made/transportation_urban
A2SMHEGRLML092,decorated limo passing by elderly woman waiting on park bench in chinese street .,outdoors/man-made/transportation_urban
A2SMHEGRLML092,three people in various stages of swimming strokes race along colorful lane markers .,indoors/man-made/recreation
A17EZEAMF37MGQ,three people in various stages of swimming strokes race along colorful lane markers .,indoors/man-made/recreation
A2ZY94PZ5CVH0,three people in various stages of swimming strokes race along colorful lane markers .,indoors/man-made/recreation
A176JUTGNWG7QJ,three people in various stages of swimming strokes race along colorful lane markers .,indoors/man-made/recreation
A176JUTGNWG7QJ,one dog is jumping at the lady while the other walks away .,outdoors/man-made/recreation
A17EZEAMF37MGQ,one dog is jumping at the lady while the other walks away .,outdoors/natural/other_unclear
A2ZY94PZ5CVH0,one dog is jumping at the lady while the other walks away .,outdoors/man-made/transportation_urban
A2SMHEGRLML092,one dog is jumping at the lady while the other walks away .,outdoors/man-made/recreation
A176JUTGNWG7QJ,a motorcyclist on a red speed bike leans into a sharp turn .,outdoors/man-made/transportation_urban
A2SMHEGRLML092,a motorcyclist on a red speed bike leans into a sharp turn .,outdoors/man-made/transportation_urban
A2ZY94PZ5CVH0,a motorcyclist on a red speed bike leans into a sharp turn .,outdoors/man-made/transportation_urban
A17EZEAMF37MGQ,a motorcyclist on a red speed bike leans into a sharp turn .,outdoors/man-made/transportation_urban
A2ZY94PZ5CVH0,a man is sitting on the street playing drums on buckets .,outdoors/man-made/transportation_urban
A17EZEAMF37MGQ,a man is sitting on the street playing drums on buckets .,outdoors/man-made/transportation_urban
A176JUTGNWG7QJ,a man is sitting on the street playing drums on buckets .,outdoors/man-made/transportation_urban
A2SMHEGRLML092,a man is sitting on the street playing drums on buckets .,outdoors/man-made/transportation_urban
A176JUTGNWG7QJ,a lively adult karate practice at the dojo .,indoors/man-made/recreation
A2SMHEGRLML092,a lively adult karate practice at the dojo .,indoors/man-made/recreation
A17EZEAMF37MGQ,a lively adult karate practice at the dojo .,indoors/man-made/recreation
A2ZY94PZ5CVH0,a lively adult karate practice at the dojo .,indoors/man-made/recreation
A17EZEAMF37MGQ,a red dog jumps to catch a tennis ball in the dry tall grass .,outdoors/natural/field_forest
A176JUTGNWG7QJ,a red dog jumps to catch a tennis ball in the dry tall grass .,outdoors/natural/field_forest
A2ZY94PZ5CVH0,a red dog jumps to catch a tennis ball in the dry tall grass .,outdoors/natural/field_forest
A2SMHEGRLML092,a red dog jumps to catch a tennis ball in the dry tall grass .,outdoors/natural/field_forest
A17EZEAMF37MGQ,the brown dog catches a ball in the air .,outdoors/man-made/domestic
A2ZY94PZ5CVH0,the brown dog catches a ball in the air .,outdoors/man-made/other_unclear
A176JUTGNWG7QJ,the brown dog catches a ball in the air .,outdoors/man-made/recreation
A2SMHEGRLML092,the brown dog catches a ball in the air .,outdoors/man-made/domestic
A176JUTGNWG7QJ,the little girl swings in the backyard .,outdoors/man-made/domestic
A2ZY94PZ5CVH0,the little girl swings in the backyard .,outdoors/man-made/recreation
A2SMHEGRLML092,the little girl swings in the backyard .,outdoors/man-made/domestic
A17EZEAMF37MGQ,the little girl swings in the backyard .,outdoors/man-made/domestic
A176JUTGNWG7QJ,"""four young adults sit outside on a wooden deck near a building around a small round table , while another person stands on the edge of the deck , leaning on the wooden railing , with the sun shining on one of them and the rest of them are in the shade , two of them crossing their legs , one holding a cellphone out in front of himself and another holding a green and red soda can .""",outdoors/man-made/recreation
A17EZEAMF37MGQ,"""four young adults sit outside on a wooden deck near a building around a small round table , while another person stands on the edge of the deck , leaning on the wooden railing , with the sun shining on one of them and the rest of them are in the shade , two of them crossing their legs , one holding a cellphone out in front of himself and another holding a green and red soda can .""",outdoors/man-made/transportation_urban
A2SMHEGRLML092,"""four young adults sit outside on a wooden deck near a building around a small round table , while another person stands on the edge of the deck , leaning on the wooden railing , with the sun shining on one of them and the rest of them are in the shade , two of them crossing their legs , one holding a cellphone out in front of himself and another holding a green and red soda can .""",outdoors/man-made/domestic
A2ZY94PZ5CVH0,"""four young adults sit outside on a wooden deck near a building around a small round table , while another person stands on the edge of the deck , leaning on the wooden railing , with the sun shining on one of them and the rest of them are in the shade , two of them crossing their legs , one holding a cellphone out in front of himself and another holding a green and red soda can .""",outdoors/man-made/domestic
A2SMHEGRLML092,a woman is having her foot examined by another woman in a run-down building .,indoors/man-made/work_education
A176JUTGNWG7QJ,a woman is having her foot examined by another woman in a run-down building .,indoors/man-made/work_education
A17EZEAMF37MGQ,a woman is having her foot examined by another woman in a run-down building .,indoors/man-made/other_unclear
A2ZY94PZ5CVH0,a woman is having her foot examined by another woman in a run-down building .,indoors/man-made/work_education
A2ZY94PZ5CVH0,a woman is holding a baby while another child stands by her side .,indoors/man-made/other_unclear
A17EZEAMF37MGQ,a woman is holding a baby while another child stands by her side .,outdoors/natural/other_unclear
A176JUTGNWG7QJ,a woman is holding a baby while another child stands by her side .,indoors/man-made/work_education
A2SMHEGRLML092,a woman is holding a baby while another child stands by her side .,indoors/man-made/domestic
A2ZY94PZ5CVH0,a gray dog is jumping toward a black and white dog in the snow .,outdoors/natural/other_unclear
A17EZEAMF37MGQ,a gray dog is jumping toward a black and white dog in the snow .,outdoors/natural/mountain
A176JUTGNWG7QJ,a gray dog is jumping toward a black and white dog in the snow .,outdoors/man-made/recreation
A2SMHEGRLML092,a gray dog is jumping toward a black and white dog in the snow .,outdoors/man-made/domestic
A176JUTGNWG7QJ,a black and white dog runs beside a brown dog in a green field .,outdoors/natural/field_forest
A17EZEAMF37MGQ,a black and white dog runs beside a brown dog in a green field .,outdoors/natural/field_forest
A2SMHEGRLML092,a black and white dog runs beside a brown dog in a green field .,outdoors/natural/field_forest
A2ZY94PZ5CVH0,a black and white dog runs beside a brown dog in a green field .,outdoors/natural/field_forest
A17EZEAMF37MGQ,a dark-haired dark-skinned child sleeps in a chair while holding a blue zippered pack .,indoors/man-made/domestic
A2SMHEGRLML092,a dark-haired dark-skinned child sleeps in a chair while holding a blue zippered pack .,indoors/man-made/work_education
A176JUTGNWG7QJ,a dark-haired dark-skinned child sleeps in a chair while holding a blue zippered pack .,indoors/man-made/work_education
A2ZY94PZ5CVH0,a dark-haired dark-skinned child sleeps in a chair while holding a blue zippered pack .,indoors/man-made/other_unclear
A2ZY94PZ5CVH0,a man in a black shirt sitting next to a older women in a pink jacket on a train .,indoors/man-made/transportation_urban
A2SMHEGRLML092,a man in a black shirt sitting next to a older women in a pink jacket on a train .,indoors/man-made/transportation_urban
A17EZEAMF37MGQ,a man in a black shirt sitting next to a older women in a pink jacket on a train .,outdoors/man-made/transportation_urban
A176JUTGNWG7QJ,a man in a black shirt sitting next to a older women in a pink jacket on a train .,indoors/man-made/transportation_urban
A2ZY94PZ5CVH0,a man grilling outside his house .,outdoors/man-made/domestic
A2SMHEGRLML092,a man grilling outside his house .,outdoors/man-made/domestic
A176JUTGNWG7QJ,a man grilling outside his house .,outdoors/man-made/domestic
A17EZEAMF37MGQ,a man grilling outside his house .,outdoors/man-made/domestic
A17EZEAMF37MGQ,a person wearing a construction uniform is leaning against a traffic light pole on the sidewalk .,outdoors/man-made/transportation_urban
A176JUTGNWG7QJ,a person wearing a construction uniform is leaning against a traffic light pole on the sidewalk .,outdoors/man-made/transportation_urban
A2SMHEGRLML092,a person wearing a construction uniform is leaning against a traffic light pole on the sidewalk .,outdoors/man-made/transportation_urban
A2ZY94PZ5CVH0,a person wearing a construction uniform is leaning against a traffic light pole on the sidewalk .,outdoors/man-made/transportation_urban
A2SMHEGRLML092,a man is rowing a canoe on a lake .,outdoors/natural/body_of_water
A176JUTGNWG7QJ,a man is rowing a canoe on a lake .,outdoors/natural/body_of_water
A17EZEAMF37MGQ,a man is rowing a canoe on a lake .,outdoors/natural/body_of_water
A2ZY94PZ5CVH0,a man is rowing a canoe on a lake .,outdoors/natural/body_of_water
A17EZEAMF37MGQ,a man in red shirt wearing sunglasses is leaning on the wall,outdoors/man-made/other_unclear
A2SMHEGRLML092,a man in red shirt wearing sunglasses is leaning on the wall,indoors/man-made/other_unclear
A2ZY94PZ5CVH0,a man in red shirt wearing sunglasses is leaning on the wall,outdoors/man-made/other_unclear
A176JUTGNWG7QJ,a man in red shirt wearing sunglasses is leaning on the wall,outdoors/man-made/work_education
A17EZEAMF37MGQ,a handicapped person with one leg skiing down a mountain with other mountains in the background .,outdoors/natural/mountain
A2ZY94PZ5CVH0,a handicapped person with one leg skiing down a mountain with other mountains in the background .,outdoors/natural/mountain
A2SMHEGRLML092,a handicapped person with one leg skiing down a mountain with other mountains in the background .,outdoors/natural/mountain
A176JUTGNWG7QJ,a handicapped person with one leg skiing down a mountain with other mountains in the background .,outdoors/natural/mountain
A2ZY94PZ5CVH0,a woman is selling vegetables on the street .,outdoors/man-made/transportation_urban
A176JUTGNWG7QJ,a woman is selling vegetables on the street .,outdoors/man-made/transportation_urban
A17EZEAMF37MGQ,a woman is selling vegetables on the street .,outdoors/man-made/transportation_urban
A2SMHEGRLML092,a woman is selling vegetables on the street .,outdoors/man-made/transportation_urban
A2ZY94PZ5CVH0,two people are jumping on the side of a road with snow in the background .,outdoors/man-made/transportation_urban
A176JUTGNWG7QJ,two people are jumping on the side of a road with snow in the background .,outdoors/man-made/transportation_urban
A17EZEAMF37MGQ,two people are jumping on the side of a road with snow in the background .,outdoors/man-made/transportation_urban
A2SMHEGRLML092,two people are jumping on the side of a road with snow in the background .,outdoors/man-made/transportation_urban
A2SMHEGRLML092,street vendors are selling fruits and vegetables in a stand and in large baskets on the ground .,outdoors/man-made/transportation_urban
A176JUTGNWG7QJ,street vendors are selling fruits and vegetables in a stand and in large baskets on the ground .,outdoors/man-made/transportation_urban
A2ZY94PZ5CVH0,street vendors are selling fruits and vegetables in a stand and in large baskets on the ground .,outdoors/man-made/work_education
A17EZEAMF37MGQ,street vendors are selling fruits and vegetables in a stand and in large baskets on the ground .,outdoors/man-made/work_education
A176JUTGNWG7QJ,a man rows his boat below .,outdoors/natural/body_of_water
A2ZY94PZ5CVH0,a man rows his boat below .,outdoors/natural/body_of_water
A2SMHEGRLML092,a man rows his boat below .,outdoors/natural/body_of_water
A17EZEAMF37MGQ,a man rows his boat below .,outdoors/natural/body_of_water
A176JUTGNWG7QJ,a terrier mix catches a frisbee in the air .,outdoors/man-made/recreation
A2ZY94PZ5CVH0,a terrier mix catches a frisbee in the air .,outdoors/man-made/other_unclear
A17EZEAMF37MGQ,a terrier mix catches a frisbee in the air .,outdoors/man-made/domestic
A2SMHEGRLML092,a terrier mix catches a frisbee in the air .,outdoors/man-made/recreation
A2ZY94PZ5CVH0,"a man in a white polo shirt speaks into a microphone with a sign behind him that reads , "" truth ! """,outdoors/man-made/other_unclear
A176JUTGNWG7QJ,"a man in a white polo shirt speaks into a microphone with a sign behind him that reads , "" truth ! """,outdoors/man-made/recreation
A2SMHEGRLML092,"a man in a white polo shirt speaks into a microphone with a sign behind him that reads , "" truth ! """,outdoors/man-made/transportation_urban
A17EZEAMF37MGQ,"a man in a white polo shirt speaks into a microphone with a sign behind him that reads , "" truth ! """,outdoors/natural/other_unclear
A2ZY94PZ5CVH0,two young people riding skateboards pass by in the street as a black dog on a red leash stops in a doorway and squats down on the sidewalk .,outdoors/man-made/transportation_urban
A2SMHEGRLML092,two young people riding skateboards pass by in the street as a black dog on a red leash stops in a doorway and squats down on the sidewalk .,outdoors/man-made/transportation_urban
A17EZEAMF37MGQ,two young people riding skateboards pass by in the street as a black dog on a red leash stops in a doorway and squats down on the sidewalk .,outdoors/man-made/transportation_urban
A176JUTGNWG7QJ,two young people riding skateboards pass by in the street as a black dog on a red leash stops in a doorway and squats down on the sidewalk .,outdoors/man-made/transportation_urban
A2ZY94PZ5CVH0,crowd waiting on main street subway platform for a train .,indoors/man-made/transportation_urban
A176JUTGNWG7QJ,crowd waiting on main street subway platform for a train .,outdoors/man-made/transportation_urban
A17EZEAMF37MGQ,crowd waiting on main street subway platform for a train .,outdoors/man-made/transportation_urban
A2SMHEGRLML092,crowd waiting on main street subway platform for a train .,indoors/man-made/transportation_urban
A17EZEAMF37MGQ,four women are on stage singing .,indoors/man-made/other_unclear
A2SMHEGRLML092,four women are on stage singing .,indoors/man-made/recreation
A176JUTGNWG7QJ,four women are on stage singing .,indoors/man-made/recreation
A2ZY94PZ5CVH0,four women are on stage singing .,indoors/man-made/recreation
A176JUTGNWG7QJ,two men drink beer at the bar in a restaurant .,indoors/man-made/restaurant
A17EZEAMF37MGQ,two men drink beer at the bar in a restaurant .,indoors/man-made/restaurant
A2SMHEGRLML092,two men drink beer at the bar in a restaurant .,indoors/man-made/restaurant
A2ZY94PZ5CVH0,two men drink beer at the bar in a restaurant .,indoors/man-made/restaurant
A2ZY94PZ5CVH0,two women in white lab coats examine a dyed area on a cluster of cells using a projector .,indoors/man-made/work_education
A17EZEAMF37MGQ,two women in white lab coats examine a dyed area on a cluster of cells using a projector .,indoors/man-made/work_education
A2SMHEGRLML092,two women in white lab coats examine a dyed area on a cluster of cells using a projector .,indoors/man-made/work_education
A176JUTGNWG7QJ,two women in white lab coats examine a dyed area on a cluster of cells using a projector .,indoors/man-made/work_education
A2SMHEGRLML092,two rows of dance students are practicing ballet moves against a pole in a studio .,indoors/man-made/recreation
A176JUTGNWG7QJ,two rows of dance students are practicing ballet moves against a pole in a studio .,indoors/man-made/recreation
A2ZY94PZ5CVH0,two rows of dance students are practicing ballet moves against a pole in a studio .,indoors/man-made/recreation
A17EZEAMF37MGQ,two rows of dance students are practicing ballet moves against a pole in a studio .,indoors/man-made/recreation
A17EZEAMF37MGQ,white and black dog jumping over red-haired dog in grass .,outdoors/natural/field_forest
A176JUTGNWG7QJ,white and black dog jumping over red-haired dog in grass .,outdoors/man-made/recreation
A2SMHEGRLML092,white and black dog jumping over red-haired dog in grass .,outdoors/man-made/recreation
A2ZY94PZ5CVH0,white and black dog jumping over red-haired dog in grass .,outdoors/natural/field_forest
A176JUTGNWG7QJ,a smiling child wearing a hat and sunglasses sits in a car .,indoors/man-made/transportation_urban
A17EZEAMF37MGQ,a smiling child wearing a hat and sunglasses sits in a car .,outdoors/man-made/transportation_urban
A2SMHEGRLML092,a smiling child wearing a hat and sunglasses sits in a car .,indoors/man-made/transportation_urban
A2ZY94PZ5CVH0,a smiling child wearing a hat and sunglasses sits in a car .,indoors/man-made/transportation_urban
A2ZY94PZ5CVH0,a woman is using a ruler at a desk to mark a sheet of paper .,indoors/man-made/other_unclear
A176JUTGNWG7QJ,a woman is using a ruler at a desk to mark a sheet of paper .,indoors/man-made/work_education
A2SMHEGRLML092,a woman is using a ruler at a desk to mark a sheet of paper .,indoors/man-made/work_education
A17EZEAMF37MGQ,a woman is using a ruler at a desk to mark a sheet of paper .,indoors/man-made/work_education
A176JUTGNWG7QJ,two dogs are catching blue frisbees in grass .,outdoors/natural/field_forest
A2SMHEGRLML092,two dogs are catching blue frisbees in grass .,outdoors/natural/field_forest
A17EZEAMF37MGQ,two dogs are catching blue frisbees in grass .,outdoors/natural/field_forest
A2ZY94PZ5CVH0,two dogs are catching blue frisbees in grass .,outdoors/natural/field_forest
A176JUTGNWG7QJ,a man is singing at a concert .,outdoors/man-made/recreation
A17EZEAMF37MGQ,a man is singing at a concert .,indoors/man-made/recreation
A2ZY94PZ5CVH0,a man is singing at a concert .,outdoors/man-made/recreation
A2SMHEGRLML092,a man is singing at a concert .,indoors/man-made/recreation
A2ZY94PZ5CVH0,three young women and one young man singing in an auditorium .,indoors/man-made/recreation
A17EZEAMF37MGQ,three young women and one young man singing in an auditorium .,indoors/man-made/work_education
A2SMHEGRLML092,three young women and one young man singing in an auditorium .,indoors/man-made/recreation
A176JUTGNWG7QJ,three young women and one young man singing in an auditorium .,indoors/man-made/recreation
A2ZY94PZ5CVH0,a group of men in golden shirts singing in front of a microphone .,indoors/man-made/other_unclear
A176JUTGNWG7QJ,a group of men in golden shirts singing in front of a microphone .,indoors/man-made/recreation
A2SMHEGRLML092,a group of men in golden shirts singing in front of a microphone .,indoors/man-made/recreation
A17EZEAMF37MGQ,a group of men in golden shirts singing in front of a microphone .,indoors/man-made/recreation
A2ZY94PZ5CVH0,"""a man wearing jeans , polo shirt and a baseball cap , fork in hand , is grilling meat outside in a fenced yard .""",outdoors/man-made/recreation
A176JUTGNWG7QJ,"""a man wearing jeans , polo shirt and a baseball cap , fork in hand , is grilling meat outside in a fenced yard .""",outdoors/man-made/domestic
A17EZEAMF37MGQ,"""a man wearing jeans , polo shirt and a baseball cap , fork in hand , is grilling meat outside in a fenced yard .""",outdoors/man-made/domestic
A2SMHEGRLML092,"""a man wearing jeans , polo shirt and a baseball cap , fork in hand , is grilling meat outside in a fenced yard .""",outdoors/man-made/domestic
A176JUTGNWG7QJ,vendors sell products at a farmers market .,outdoors/man-made/transportation_urban
A2ZY94PZ5CVH0,vendors sell products at a farmers market .,outdoors/man-made/work_education
A2SMHEGRLML092,vendors sell products at a farmers market .,outdoors/man-made/work_education
A17EZEAMF37MGQ,vendors sell products at a farmers market .,outdoors/man-made/work_education
