caption,url,probs
a woman is holding a baby while another child stands by her side .,https://derrickversion5.s3.amazonaws.com/midjourney_original/36.png,"[0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
a gray dog is jumping toward a black and white dog in the snow .,https://derrickversion5.s3.amazonaws.com/midjourney_original/37.png,"[0, 0, 0, 0, 3, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
a black and white dog runs beside a brown dog in a green field .,https://derrickversion5.s3.amazonaws.com/midjourney_original/38.png,"[0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
a dark-haired dark-skinned child sleeps in a chair while holding a blue zippered pack .,https://derrickversion5.s3.amazonaws.com/midjourney_original/39.png,"[0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
a man in a black shirt sitting next to a older women in a pink jacket on a train .,https://derrickversion5.s3.amazonaws.com/midjourney_original/40.png,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0]"
a man grilling outside his house .,https://derrickversion5.s3.amazonaws.com/midjourney_original/41.png,"[0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0]"
a person wearing a construction uniform is leaning against a traffic light pole on the sidewalk .,https://derrickversion5.s3.amazonaws.com/midjourney_original/42.png,"[4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
a man is rowing a canoe on a lake .,https://derrickversion5.s3.amazonaws.com/midjourney_original/43.png,"[0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
a man in red shirt wearing sunglasses is leaning on the wall,https://derrickversion5.s3.amazonaws.com/midjourney_original/44.png,"[3, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
a handicapped person with one leg skiing down a mountain with other mountains in the background .,https://derrickversion5.s3.amazonaws.com/midjourney_original/45.png,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0]"
a woman is selling vegetables on the street .,https://derrickversion5.s3.amazonaws.com/midjourney_original/46.png,"[4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
two people are jumping on the side of a road with snow in the background .,https://derrickversion5.s3.amazonaws.com/midjourney_original/47.png,"[4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
street vendors are selling fruits and vegetables in a stand and in large baskets on the ground .,https://derrickversion5.s3.amazonaws.com/midjourney_original/48.png,"[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0]"
a man rows his boat below .,https://derrickversion5.s3.amazonaws.com/midjourney_original/49.png,"[0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
a terrier mix catches a frisbee in the air .,https://derrickversion5.s3.amazonaws.com/midjourney_original/50.png,"[0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"a man in a white polo shirt speaks into a microphone with a sign behind him that reads, truth !",https://derrickversion5.s3.amazonaws.com/midjourney_original/51.png,"[2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
two young people riding skateboards pass by in the street as a black dog on a red leash stops in a doorway and squats down on the sidewalk .,https://derrickversion5.s3.amazonaws.com/midjourney_original/52.png,"[4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
crowd waiting on main street subway platform for a train .,https://derrickversion5.s3.amazonaws.com/midjourney_original/53.png,"[3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
four women are on stage singing .,https://derrickversion5.s3.amazonaws.com/midjourney_original/54.png,"[0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
two men drink beer at the bar in a restaurant .,https://derrickversion5.s3.amazonaws.com/midjourney_original/55.png,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0]"
two women in white lab coats examine a dyed area on a cluster of cells using a projector .,https://derrickversion5.s3.amazonaws.com/midjourney_original/56.png,"[0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
two rows of dance students are practicing ballet moves against a pole in a studio .,https://derrickversion5.s3.amazonaws.com/midjourney_original/57.png,"[0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
white and black dog jumping over red-haired dog in grass .,https://derrickversion5.s3.amazonaws.com/midjourney_original/58.png,"[0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
a smiling child wearing a hat and sunglasses sits in a car .,https://derrickversion5.s3.amazonaws.com/midjourney_original/59.png,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0]"
a woman is using a ruler at a desk to mark a sheet of paper .,https://derrickversion5.s3.amazonaws.com/midjourney_original/61.png,"[0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
two dogs are catching blue frisbees in grass .,https://derrickversion5.s3.amazonaws.com/midjourney_original/62.png,"[0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
a man is singing at a concert .,https://derrickversion5.s3.amazonaws.com/midjourney_original/63.png,"[0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
three young women and one young man singing in an auditorium .,https://derrickversion5.s3.amazonaws.com/midjourney_original/64.png,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0]"
a group of men in golden shirts singing in front of a microphone .,https://derrickversion5.s3.amazonaws.com/midjourney_original/65.png,"[0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"a man wearing jeans , polo shirt and a baseball cap , fork in hand , is grilling meat outside in a fenced yard .",https://derrickversion5.s3.amazonaws.com/midjourney_original/66.png,"[0, 1, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0]"
vendors sell products at a farmers market .,https://derrickversion5.s3.amazonaws.com/midjourney_original/67.png,"[3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
people examine books in a library .,https://derrickversion5.s3.amazonaws.com/midjourney_original/68.png,"[0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
a woman sits on a shoe store 's bench while putting a shoe onto her right foot .,https://derrickversion5.s3.amazonaws.com/midjourney_original/69.png,"[0, 0, 0, 0, 0, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"several people in the mid-ground sit on a bench along the side of a white building , while three people stand in a courtyard in front of the building .",https://derrickversion5.s3.amazonaws.com/midjourney_original/70.png,"[3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
two girls are in a sack race .,https://derrickversion5.s3.amazonaws.com/midjourney_original/71.png,"[0, 0, 0, 0, 0, 0, 0, 2, 1, 0, 0, 0, 0, 0, 1, 0]"
an orchestra of about <number> people are practicing on the stage of what appears to be an auditorium full of green chairs .,https://derrickversion5.s3.amazonaws.com/midjourney_original/72.png,"[0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
the man in the red shirt and flowery tie is sitting on a bus by the window .,https://derrickversion5.s3.amazonaws.com/midjourney_original/73.png,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0]"
muzzled greyhounds are racing on the track .,https://derrickversion5.s3.amazonaws.com/midjourney_original/74.png,"[0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
little girl skis on slope .,https://derrickversion5.s3.amazonaws.com/midjourney_original/75.png,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0]"
"two girls , both dressed in pink , swinging on sunlight day with the nearby trees casting random shadows on the remainder of the park like setting .",https://derrickversion5.s3.amazonaws.com/midjourney_original/76.png,"[0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"in a restaurant , a teenager drinks directly out of the metal milkshake serving cup .",https://derrickversion5.s3.amazonaws.com/midjourney_original/77.png,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0]"
a man is enjoying meal and drink inside a restaurant .,https://derrickversion5.s3.amazonaws.com/midjourney_original/78.png,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0]"
a man drives a truck while a child sits on his lap and steers .,https://derrickversion5.s3.amazonaws.com/midjourney_original/79.png,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0]"
an asian man sells a hot confection from his stand in a crowded market .,https://derrickversion5.s3.amazonaws.com/midjourney_original/80.png,"[3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
a man singing in a very colorful environment .,https://derrickversion5.s3.amazonaws.com/midjourney_original/81.png,"[0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0]"
people are rowing a boat in the water .,https://derrickversion5.s3.amazonaws.com/midjourney_original/82.png,"[0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
a man sleeps while listening to his ipod in the back of a vehicle .,https://derrickversion5.s3.amazonaws.com/midjourney_original/83.png,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0]"
a greyhound races on the dirt .,https://derrickversion5.s3.amazonaws.com/midjourney_original/84.png,"[0, 2, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
a man and a woman are examining produce at a market .,https://derrickversion5.s3.amazonaws.com/midjourney_original/85.png,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0]"
a man in a yellow jacket is skiing in the snow .,https://derrickversion5.s3.amazonaws.com/midjourney_original/86.png,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0]"
a man driving a small golf cart down a street with a crowd watching him on either side of the street .,https://derrickversion5.s3.amazonaws.com/midjourney_original/87.png,"[4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
group of women doing a presentation off an easel .,https://derrickversion5.s3.amazonaws.com/midjourney_original/88.png,"[0, 0, 0, 0, 0, 2, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
two dogs are nose to nose while a third dog stands next to them .,https://derrickversion5.s3.amazonaws.com/midjourney_original/89.png,"[0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
man with gray hair wearing a suit is waiting in a subway tunnel .,https://derrickversion5.s3.amazonaws.com/midjourney_original/90.png,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0]"
two men on motorcycles are driving down an empty street .,https://derrickversion5.s3.amazonaws.com/midjourney_original/91.png,"[4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
a runner in black is passing an outdoor florist shop .,https://derrickversion5.s3.amazonaws.com/midjourney_original/92.png,"[4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"a crowd waits outside a subway train , ready to board .",https://derrickversion5.s3.amazonaws.com/midjourney_original/93.png,"[3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
brown dog catches a pink ball in the park .,https://derrickversion5.s3.amazonaws.com/midjourney_original/94.png,"[0, 2, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
two people on the subway are sleeping in the corner .,https://derrickversion5.s3.amazonaws.com/midjourney_original/95.png,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0]"
two guys are rowing a canoe on a lake .,https://derrickversion5.s3.amazonaws.com/midjourney_original/96.png,"[0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"a man driving a small , open vehicle with a green sign on the back of it in traffic .",https://derrickversion5.s3.amazonaws.com/midjourney_original/97.png,"[4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
three women and a man are drinking beer at a table .,https://derrickversion5.s3.amazonaws.com/midjourney_original/98.png,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0]"
a man wearing yellow swimming trunks kneeling by the ocean,https://derrickversion5.s3.amazonaws.com/midjourney_original/99.png,"[0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
a man with red pants is skiing downhill .,https://derrickversion5.s3.amazonaws.com/midjourney_original/100.png,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0]"
a spotted dog catching a ball on a snowy field .,https://derrickversion5.s3.amazonaws.com/midjourney_original/101.png,"[0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
a chef speaks into a microphone about a mixed salad contained in a bowl with a decorative lid .,https://derrickversion5.s3.amazonaws.com/midjourney_original/102.png,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 2, 1, 0, 0, 0]"
a woman is laying down on a sofa laughing .,https://derrickversion5.s3.amazonaws.com/midjourney_original/103.png,"[0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
three women speak to each other in a room with tan walls .,https://derrickversion5.s3.amazonaws.com/midjourney_original/104.png,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0]"
stage dancers practicing their dance routines .,https://derrickversion5.s3.amazonaws.com/midjourney_original/105.png,"[0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
two furry light brown dogs lying on a hardwood floor .,https://derrickversion5.s3.amazonaws.com/midjourney_original/106.png,"[0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
a dog wearing a t-shirt is lying down .,https://derrickversion5.s3.amazonaws.com/midjourney_original/107.png,"[0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
a man is giving a presentation in front of three people .,https://derrickversion5.s3.amazonaws.com/midjourney_original/108.png,"[0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
all these people are enjoying a basement dance party .,https://derrickversion5.s3.amazonaws.com/midjourney_original/109.png,"[1, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
a young boy wearing a dark blue hat sleeps on a bench at a terminal .,https://derrickversion5.s3.amazonaws.com/midjourney_original/110.png,"[0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 1, 0, 1, 0, 0]"
an old woman is selling produce at a farmer 's market .,https://derrickversion5.s3.amazonaws.com/midjourney_original/111.png,"[2, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
"a ruddy infant lies on a patterned sheet with his eyes closed , his mouth open , and his arm extended .",https://derrickversion5.s3.amazonaws.com/midjourney_original/112.png,"[0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
a man in a white shirt uses a blackboard as others sit at a table watching .,https://derrickversion5.s3.amazonaws.com/midjourney_original/113.png,"[0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
a man rowing in the front of a canoe in a large body of water .,https://derrickversion5.s3.amazonaws.com/midjourney_original/114.png,"[0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
a korean woman is enjoying a meal in a restaurant .,https://derrickversion5.s3.amazonaws.com/midjourney_original/115.png,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0]"
a man grilling meat on an outdoor grilling pit .,https://derrickversion5.s3.amazonaws.com/midjourney_original/116.png,"[1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1]"
two girls and three boys are presenting in front of a dry erase board .,https://derrickversion5.s3.amazonaws.com/midjourney_original/117.png,"[0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
asian students are examining sheets of paper while standing in line .,https://derrickversion5.s3.amazonaws.com/midjourney_original/118.png,"[0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
a man in a dark shirt is making a presentation in front of a group .,https://derrickversion5.s3.amazonaws.com/midjourney_original/119.png,"[0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
four people in black shirts giving a presentation to a room full of people using a big projector image on the wall .,https://derrickversion5.s3.amazonaws.com/midjourney_original/120.png,"[0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
two women in black enjoying a lunch in a restaurant .,https://derrickversion5.s3.amazonaws.com/midjourney_original/121.png,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0]"
a boy and girl child swing together on a swing set .,https://derrickversion5.s3.amazonaws.com/midjourney_original/122.png,"[0, 1, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0]"
an older man and women are using computers in a sort of storage room .,https://derrickversion5.s3.amazonaws.com/midjourney_original/123.png,"[0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
three girls or friends having drinks at a bar laughing .,https://derrickversion5.s3.amazonaws.com/midjourney_original/124.png,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0]"
a well dressed young woman waits on a bench for the train while a man busy writing something waits nearby .,https://derrickversion5.s3.amazonaws.com/midjourney_original/125.png,"[4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
buff african american man waits for subway at wall street station .,https://derrickversion5.s3.amazonaws.com/midjourney_original/126.png,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0]"
a man in a suit and tie in a fancy building is speaking at the podium .,https://derrickversion5.s3.amazonaws.com/midjourney_original/127.png,"[0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 2, 0, 0, 0, 0]"
"people swing on a red , metal amusement park ride in front of some trees .",https://derrickversion5.s3.amazonaws.com/midjourney_original/128.png,"[0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
a man is using his computer while seated at a desk .,https://derrickversion5.s3.amazonaws.com/midjourney_original/129.png,"[0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
a man and woman enjoying dinner at a party .,https://derrickversion5.s3.amazonaws.com/midjourney_original/130.png,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4]"
a group of people lie close together on a hardwood floor .,https://derrickversion5.s3.amazonaws.com/midjourney_original/131.png,"[0, 0, 1, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"an impoverished person , wearing a torn brown shirt and no shoes , is kneeling down along the banks of a trash infested body of water .",https://derrickversion5.s3.amazonaws.com/midjourney_original/132.png,"[0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
a woman with a peace symbol on her shirt grills vegetables,https://derrickversion5.s3.amazonaws.com/midjourney_original/133.png,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 1]"
